a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
21-64107,2021-05-13,2021-06-02,['1'],Accord-cadre à bons de commande pour la fourniture de repas en liaison froide pour le service de repas à domicile de Haut-Bugey Agglomération,joue,directive24,appeloffre,initial,Haut-Bugey Agglomération,01117,Oyonnax cedex,,['Prestations de services'],[274],non,oui
21-64030,2021-05-13,2021-06-18,['1'],Nettoyage et état des lieux des conteneurs semi-enterrés et enterrés du Sidefage,joue,directive24,appeloffre,initial,SYND MIXTE GEST DECHET FAUCIGNY GENEVO,01200,Valserhone,,"['Conteneur, poubelles']",[71],non,non
21-63095,2021-05-13,2021-07-09,['2'],Fourniture de titres repas pour les agents de la communauté d'agglomération du pays de LAON pour les années 2021 à 2024.,joue,directive24,attribution,initial,Cté d'Agglo du Pays de Laon,02000,Aulnois-sous-laon,"[('2021-05-05', 'EDENRED France SAS', (500000, 'EUR'), 'fourniture de titres repas à destination des agents de la ville')]",['Titres restaurant'],[416],non,non
21-63666,2021-05-13,2021-07-20,['2'],Traitement des déchets ménagers issus de la collecte sélective de l'ensemble des territoires des collectivités adhérentes à Valor'Aisne,joue,directive24,attribution,initial,Valor'Aisne,02000,LAON,,['Assainissement'],[18],non,non
21-64217,2021-05-13,2021-06-05,"['75', '99']",Marché de maitrise d'oeuvre - Regroupement des services de l'ambassade de France à Oslo,joue,autre,rectificatif,rectificatif,Ministère des Affaires étrangères,0244,Oslo,,['Ingénierie'],[455],non,non
21-65130,2021-05-13,2021-06-17,['4'],"Travaux de restauration et d'entretien des boisements rivulaires, des lits et des adous sur les bassins versants de l'Asse, de la Blanche, de la Bléone, du Rancure et des ravins de Volonne/L",fns,cmp2006,appeloffre,initial,Syndicat Mixte Asse Bléone,04000,DIGNE LES BAINS,,"['Espaces verts', 'Rivières/ruisseaux']","[116, 310]",non,non
21-63632,2021-05-13,2021-06-14,['6'],Missions d'études géotechniques pour la ville de Roquebrune Cap Martin - relance suite à procédure déclarée sans suite,joue,directive24,appeloffre,initial,COMMUNE DE ROQUEBRUNE CAP MARTIN,06190,Roquebrune cap martin,,"['Etude', 'Prestations de services']","[118, 274]",non,non
21-64073,2021-05-13,2021-06-30,['6'],Marché de service relatif à la prestation d'assurance pour les besoins du groupement de commandes Ville et CCAS de Roquebrune Cap Martin,joue,directive24,appeloffre,initial,COMMUNE DE ROQUEBRUNE CAP MARTIN,06190,Roquebrune cap martin,,['Assurance'],[20],non,non
21-52209,2021-05-13,2021-06-15,['6'],"Animation du fonds social à la maîtrise de l'énergie des Alpes-Maritimes et gestion technique, administrative et financière des dossiers présentés",joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice Cedex 3,,"['Etude', 'Prestations de services']","[118, 274]",non,non
21-63570,2021-05-13,2021-06-19,['6'],La consultation a pour objet la réalisation de prestations de géomètre sur l'ensemble du périmètre de l'opération d'intérêt national (OIN).,joue,directive24,appeloffre,initial,EPA ECOVALLEE PLAINE DU VAR,06205,Nice,,['Topographie'],[344],non,non
21-63827,2021-05-13,2021-07-11,['6'],FOURNITURE ET LIVRAISON DE CHEQUES D'ACCOMPAGNEMENT PERSONNALISE ET DE E-CARD 20C0004,joue,directive24,attribution,initial,CENTRE COMMUNAL D ACTION SOCIALE,06359,NICE Cedex 4,,"['Repas, traiteur', 'Carte magnétique, carte à puce']","[304, 403]",non,non
21-63874,2021-05-13,2021-06-10,['6'],20V1383 - Achat d'espaces publicitaires pour le service communication de la Ville de Nice,joue,autre,rectificatif,rectificatif,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,"['Prestations de services', 'Publicité, Communication']","[274, 285]",non,non
21-64035,2021-05-13,2021-06-14,['6'],Obseques Des Personnes Depourvues De Ressources Suffisantes Decedees A Cannes,joue,directive24,appeloffre,initial,COMMUNE DE CANNES,06406,Cannes,,['Cimetière'],[437],non,non
21-63507,2021-05-13,2021-06-14,['6'],Travaux de rénovation du terrain synthétique - Stade du Fort Carré,joue,directive24,appeloffre,initial,Ville d'Antibes Juan-les-Pins,06606,Antibes cedex,,['Voirie'],[365],non,non
21-64195,2021-05-13,2021-06-09,['6'],Exploitation de la cuisine de production du nouveau groupe scolaire d'Opio (maternelle et élémentaire),joue,autre,rectificatif,rectificatif,CAISSE DES ECOLES D OPIO,06650,OPIO,,['Restauration collective'],[66],non,non
21-63551,2021-05-13,2021-06-11,['7'],ACQUISITION TRACTEURS AGRICOLES ET MATERIELS DE FAUCHAGE 2021 POUR LE DEPARTEMENT DE L'ARDECHE,joue,directive24,attribution,initial,Département de l'Ardèche,07007,Privas,"[('2021-05-06', 'SICOIT', (163000, 'EUR'), '2 Tracteurs agricoles avec plaque F1'), ('2021-05-06', 'SICOIT', (77000, 'EUR'), '1 Tracteur agricole sans plaque F1'), ('2021-05-06', 'SICOIT', (80000, 'EUR'), '2 Faucheuses débroussailleuses à bras déporté'), ('2021-05-06', 'NOREMAT', (39865, 'EUR'), '1 Faucheuse débroussailleuse à portée variable')]","['Matériel agricole, horticole']",[200],non,non
21-63885,2021-05-13,2021-05-27,['8'],prestations de services d'assurances-. (rectificatif),joue,autre,rectificatif,rectificatif,Conseil Départemental des Ardennes,08011,CHARLEVILLE MEZIERES cedex,,['Assurance'],[20],non,non
21-63970,2021-05-13,2021-06-15,['8'],fourniture de remorques à fond mouvant alternatif (fma) sur l'isdnd d'eteignières,joue,directive24,attribution,initial,SOC ARDENNAISE AMELIORATION CADRE VIE,08160,CHALANDRY ELAIRE,"[('2021-04-08', 'SA LEGRAS INDUSTRIES', (307500, 'EUR'), None)]",['Benne'],[34],non,non
21-63587,2021-05-13,2021-06-05,['9'],"Fourniture de véhicules VL, VUL, SUV, fourgons pour le Parc Matériel et Travaux du Conseil Départemental de l'Ariège",joue,autre,rectificatif,rectificatif,Conseil Départemental de l'Ariège,09001,FOIX CEDEX,,['Véhicules'],[359],non,non
21-64125,2021-05-13,2021-06-15,"['9', '31']",FOURNITURE D'UNE SOLUTION LOGICIELLE DE GESTION D'UNE TARIFICATION INCITATIVE ET PRESTATIONS ASSOCIEES,joue,directive24,appeloffre,initial,SMECTOM DU PLANTAUREL,09120,Varilhes,,['Logiciel'],[186],non,non
21-64223,2021-05-13,2021-07-20,['10'],"FOURNITURE DES ÉQUIPEMENTS ÉLECTRIQUES ET ÉLECTRONIQUES DE MESURE, DE COMMANDE, DE CONTRÔLE, DE TÉLÉTRANSMISSION ET DE TÉLÉGESTION",joue,directive24,attribution,initial,Régie du SDDEA,10000,TROYES,"[('2021-03-12', 'REXEL FRANCE - REXEL', (250000.0, 'EUR'), 'Coffrets - armoires - appareillages'), ('2021-02-25', 'PARATRONIC', (50000.0, 'EUR'), 'Parasurtenseurs'), ('2021-02-25', 'PARATRONIC', (100000.0, 'EUR'), 'Sondes pression - hauteur'), ('2021-02-25', 'LACROIX SOFREL', (400000.0, 'EUR'), 'Télétransmission - télégestion'), ('2021-02-25', 'PARATRONIC', (50000.0, 'EUR'), 'Radio transmission')]",['Equipement industriel'],[112],non,non
21-63413,2021-05-13,2021-06-14,['11'],maîtrise d'oeuvre pour la requalification urbaine du parc du trapel,joue,directive24,appeloffre,initial,MAIRIE DE VILLEGAILHENC,11600,VILLEGAILHENC,,"[""Maîtrise d'oeuvre""]",[197],non,non
21-63500,2021-05-13,2021-08-10,['11'],Opération grand site - Requalification de la rue du Pont Vieux et du Pont Vieux-Marché de maîtrise duvre-,joue,directive24,attribution,initial,COMMUNE DE CARCASSONNE,11835,Carcassonne cedex 9,,"[""Maîtrise d'oeuvre"", ""Assistance à maîtrise d'ouvrage""]","[197, 433]",non,non
21-64016,2021-05-13,2021-06-15,['11'],"Maintenance des micros ordinateurs, serveurs, éléments actifs et périphériques",joue,directive24,appeloffre,initial,Département de l'Aude,11855,CARCASSONNE Cedex 9,,['Informatique (maintenance serveurs et réseaux)'],[454],non,non
21-63687,2021-05-13,2021-06-11,['11'],Fourniture et pose de pneumatiques et prestations associées pour les véhicules du Département de l'Aude,joue,directive24,attribution,initial,Département de l'Aude,11855,CARCASSONNE Cedex 9,,['Pneumatiques'],[271],oui,non
21-63894,2021-05-13,2021-06-11,['12'],Marché public de services pour l'exploitation d'un service public régulier de transport routier de personnes sur le territoire de la commune d'Espalion,joue,directive24,attribution,initial,Commune d'ESPALION,12500,ESPALION,"[('2021-05-03', 'SOCIETE LANDESBUS', (251985.96, 'EUR'), ""Marché public de services pour l'exploitation d'un service public régulier de transport routier de personnes sur le territoire de la commune d'Espalion"")]","['Prestations de services', 'Transport']","[274, 347]",non,non
21-61878,2021-05-13,2021-06-16,['12'],fourniture et livraison de repas en liaison chaude pour les services de la restauration scolaire,joue,directive24,appeloffre,initial,commune Druelle Balsac,12510,DRUELLE BALSAC,,"['Repas, traiteur']",[304],non,non
21-63499,2021-05-13,2021-06-11,['13'],Animation Opérationnelle du Programme Opérationnel de Prévention et d'Accompagnement en Copropriétés volet II (POPAC II) du Vieux La Ciotat (2021 - 2024),joue,directive24,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Prestations de services'],[274],oui,non
21-63952,2021-05-13,2021-07-11,"['13', '84']",assistance à maitrise d'ouvrage pour la gestion technique des biens portés par l'etablissement public foncier provence alpes côte d'azur sur les départements des bouches du rhône et du vaucluse,joue,directive24,appeloffre,initial,ETS PUB FONCIER P A C A,13207,MARSEILLE CEDEX 01,,"['Etude', ""Assistance à maîtrise d'ouvrage""]","[118, 433]",non,non
21-63767,2021-05-13,2021-07-15,['13'],Marche De Travaux Pour L'Implantation De Systemes De Traitement Des Rejets Des Eaux De Carenage De La Reparation Navale Du Grand Port Maritime De Marseille,joue,directive25,appeloffre,initial,GRAND PORT MARITIME DE MARSEILLE,13226,Marseille,,"['Canalisations', ""Ouvrage d'infrastructure"", 'Réseaux divers']","[48, 253, 306]",non,oui
21-63966,2021-05-13,2021-08-08,['13'],Contrôles et analyses réglementaires ainsi que vérifications techniques des équipements et installations du Gpmm,joue,directive25,attribution,initial,GRAND PORT MARITIME DE MARSEILLE,13226,Marseille,"[('2021-05-11', 'Dekra Industrial', (1000000, 'EUR'), 'Tous domaines hors amiante, hydrocarbures aromatiques polycycliques (Hap) et plomb'), ('2021-04-28', 'Dekra Industrial', (1500000, 'EUR'), 'Amiante, hydrocarbures aromatiques polycycliques (Hap) et plomb')]","['Ascenseur', 'Assistance technique', 'Amiante (diagnostic)']","[17, 19, 431]",non,non
21-63639,2021-05-13,2021-06-21,['13'],Elaboration de menus et fourniture de denrées alimentaires et de repas spécifiques dans les établissements municipaux d'accueil de la petite enfance (2 lots).,joue,directive24,appeloffre,initial,Ville de Marseille,13233,Marseille cedex 20,,['Restauration collective'],[66],oui,oui
21-63554,2021-05-13,2021-08-15,['13'],RD268 - marché d'investigations complémentaires et de pesée des réactions d'appui pour la réparation du pont sur le canal d'Arles à Bouc - PR 8 + 236 - communes d'Arles et de Fos-s,joue,directive24,appeloffre,initial,Conseil Departementa des Bouches-du R,13256,Marseille cedex 20,,"['Etude', 'Prestations de services']","[118, 274]",non,non
21-63669,2021-05-13,2021-07-11,['13'],"Accord-cadre relatif à l'achat, la maintenance et l'installation de matériels de lutte contre les incendies",joue,directive24,attribution,initial,CONSEIL DEPARTEMENTAL 13,13256,Marseille,"[('2021-04-15', 'EUROFEU SERVICES', (520000, 'EUR'), ""Achat, maintenance et installation de matériels de lutte contre l'incendie""), ('2021-04-15', 'SOCIETE LANGUEDOCIENNE DE MATERIEL INCENDIE', (48000, 'EUR'), ""Création, et fabrication de plans d'intervention et d'évacuation"")]",['Matériel de sécurité'],[209],non,non
21-63890,2021-05-13,2021-07-11,['13'],"ACCORD CADRE POUR LE CONTROLE, L'ENTRETIEN, LA MAINTENANCE ET LA MISE EN SECURITE DES ESPACES JEUNESSE ET SPORTS DE PLEIN AIR DU DEPARTEMENT DES BOUCHES DU RHONE",joue,directive24,attribution,initial,CONSEIL DEPARTEMENTAL 13,13256,Marseille cedex 20,"[('2021-03-25', 'SAS RECRE ACTION', (89300, 'EUR'), ""ACCORD CADRE POUR LE CONTROLE, L'ENTRETIEN, LA MAINTENANCE ET LA MISE EN SECURITE DES ESPACES JEUNESSE ET SPORTS DE PLEIN AIR DU DEPARTEMENT DES BOUCHES DU RHONE."")]",['Maintenance'],[196],non,non
21-54181,2021-05-13,2021-06-21,['13'],"fourniture, correction et délivrance des résultats des tests toeic® listening and reading pour aix-marseille université",joue,directive24,appeloffre,initial,Université d'Aix-Marseille,13284,Marseille cedex 7,,['Prestations de services'],[274],non,non
21-63931,2021-05-13,2021-06-16,['13'],Collecte Interne Des Dechets Pour Le Site De L'Hôpital De La Timone,joue,directive24,appeloffre,initial,APHM,13292,Marseille,,"['Collecte sélective', 'Déchets non ménagers (prestations)']","[82, 404]",non,oui
21-63967,2021-05-13,2021-08-08,['13'],Maintenance des chariots-brancards de marque Stryker,joue,directive24,attribution,initial,APHM,13292,Marseille,"[('2021-04-14', 'Stryker Medical France', (250000, 'EUR'), None)]",['Maintenance'],[196],non,non
21-63594,2021-05-13,2021-11-11,"['32', '82', '81', '12', '9', '11', '33']",REHABILITATION DE LA CASERNE DE GENDARMERIE LAUBADERE A MIRANDE,joue,directive24,appeloffre,initial,SGAP de Marseille,13311,Marseille cedex 14,,['Gros oeuvre'],[144],oui,oui
21-63792,2021-05-13,2021-06-11,"['13', '84']",Mission de coordination environnementale en phases projet et travaux - LEO T2,joue,directive24,appeloffre,initial,DREAL PACA,13331,Marseille cedex 03,,['Assainissement'],[18],non,oui
21-63647,2021-05-13,2021-06-30,['13'],Fourniture et livraison de titres restaurant.,joue,directive24,appeloffre,initial,OFFICE DE TOURISME D'AIX EN PROVENCE,13605,Aix en provence,,"['Prestations de services', 'Titres restaurant']","[274, 416]",non,oui
21-63843,2021-05-13,2021-06-18,['14'],Prestations de services d'assurances,joue,directive24,appeloffre,initial,SHEMA,14018,CAEN,,['Assurance'],[20],non,non
21-63598,2021-05-13,2021-07-11,"['14', '50', '61']",achat d'un automate d'immunohistochimie,joue,directive24,attribution,initial,Université de Caen Normandie,14032,caen,"[('2021-03-15', 'ROCHE DIAGNOSTICS', (160000, 'EUR'), ""Achat d'un automate d'immunohistochimie"")]","['Laboratoire (matériel)', 'Automate']","[188, 402]",non,non
21-63860,2021-05-13,2021-06-07,['16'],Acquisition de matériels informatique et audiovisuel,joue,autre,rectificatif,rectificatif,GrandAngoulême agglomération,16023,ANGOULEME CEDEX,,['Informatique (matériel)'],[162],non,oui
