a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-146760,2020-12-03,2021-02-01,['1'],"Conduite, maintenance et dépannage des installations de chauffage de plusieurs bâtiments du Département de l'Ain",joue,directive24,attribution,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,"['Chauffage (exploitation, entretien)']",[59],non,non
20-146197,2020-12-03,2021-01-30,['1'],Fourniture et livraison de sel de déneigement pour le Département de l'Ain,joue,directive24,attribution,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,"[('2020-11-05', 'ROCK', (2376580, 'EUR'), ""Fourniture et livraison de sel de déneigement pour le Département de l'Ain"")]",['Sel de déneigement'],[320],non,non
20-147840,2020-12-03,2020-12-23,['1'],Fourniture de vaccins humains,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L AIN,01006,BOURG EN BRESSE CEDEX,,['Produits pharmaceutiques'],[280],non,non
20-146604,2020-12-03,2021-02-03,['1'],mission de maîtrise d'oeuvre pour la restructuration / extension du collège les côtes à péronnas,joue,directive24,attribution,initial,DEPARTEMENT DE L AIN,01006,BOURG EN BRESSE CEDEX,,"[""Maîtrise d'oeuvre""]",[197],non,non
20-146722,2020-12-03,2021-01-01,['1'],PRESTATIONS DE SERVICE D'ASSURANCE POUR LE GROUPEMENT HOSPITALIER DE TERRITOIRE BRESSE HAUT BUGEY,joue,directive24,attribution,initial,CH DE BOUR EN BRESSE FLEYRIAT,01012,Bourg-en-bresse cedex,,['Assurance'],[20],non,non
20-147857,2020-12-03,2021-01-19,['1'],DSP gestion du camping des Gorges de l'Oignin (01),dsp,dsp,appeloffre,initial,Haut-Bugey Agglomération,01117,Oyonnax cedex,,['Prestation hotelière'],[466],non,non
20-146660,2020-12-03,2021-01-07,"['1', '69', '74', '42', '38']",Fourniture de sacs de collecte des emballages et journaux magazines pour les Communes de la Communauté de Communes de la Plaine de l'Ain,joue,directive24,appeloffre,initial,CTE DE COMMUNES DE LA PLAINE DE L AIN,01150,Chazey sur ain,,"['Collecte sélective', 'Sacs']","[82, 318]",non,non
20-147627,2020-12-03,2021-02-16,['1'],Fourniture de produits et de services de télécommunications,fns,cmp2006,appeloffre,rectificatif,CTE DE COMMUNES DE LA PLAINE DE L AIN,01150,Chazey sur ain,,['Télécommunications'],[338],non,non
20-146546,2020-12-03,2021-01-07,"['1', '38', '42', '69', '74']",La Collecte des déchets dangereux des ménages des déchetteries,joue,directive24,appeloffre,initial,CTE DE COMMUNES DE LA PLAINE DE L AIN,01150,Chazey sur ain,,"['Prestations de services', 'Déchets non ménagers (prestations)']","[274, 404]",non,non
20-147650,2020-12-03,2021-01-11,"['1', '74', '39', '69', '73']",FOURNITURE DE PRODUITS ET MATERIELS D'ENTRETIEN,mapa,cmp2006,appeloffre,initial,COMMUNE DE PREVESSIN MOENS,01280,PREVESSIN-MOENS,,"[""Produits d'entretien""]",[278],non,oui
20-145941,2020-12-03,2020-12-22,['1'],maîtrise d'oeuvre des travaux courants du réseau d'eau potable,joue,directive25,appeloffre,initial,SYND EAU POTABLE SAONE VEYLE REYSSOUZE,01380,BAGE LE CHATEL,,"[""Maîtrise d'oeuvre""]",[197],non,non
20-148139,2020-12-03,2020-12-21,['2'],SERVICES D'ASSURANCES POUR LA COMMUNAUTE D'AGGLOMERATION DE LA REGION DE CHATEAU THIERRY - REGIE ASSAINISSEMENT-.,mapa,cmp2006,appeloffre,initial,CA DE LA REGION DE CHATEAU THIERRY,02400,Château-Thierry,,['Assurance'],[20],non,non
20-148049,2020-12-03,2021-02-10,['4'],Numéro de la consultation : AREMI20T02 TRAVAUX DE REHABILITATION DE POSTES DE RELEVAGE SUR LA COMMUNE D'ESPARRON DE VERDON,fns,cmp2006,appeloffre,initial,DURANCE LUBERON VERDON AGGLOMERATION,04100,Manosque,,['Assainissement'],[18],non,non
20-146780,2020-12-03,2021-01-13,['4'],Marché de service pour la mise en place du suivi post-exploitation de l'Isdnd de Sorbiers (05150),joue,directive24,appeloffre,initial,CC DU SISTERONAIS BUECH,04200,Sisteron,,['Prestations de services'],[274],non,non
20-147956,2020-12-03,2021-01-05,['6'],PRESTATIONS DE PRELEVEMENT ET D'ANALYSE DU RADON DANS DES BATIMENTS RECEVANT DU PUBLIC A GRASSE,fns,cmp2006,appeloffre,initial,COMMUNE DE GRASSE,06131,Grasse Cedex,,"['Gaz divers', 'Produits radioactifs']","[139, 282]",non,non
20-115040,2020-12-03,2021-02-01,['6'],fourniture de trophées et de médailles pour les besoins des services départementaux,joue,directive24,attribution,initial,Département des Alpes-Maritimes,06201,Nice Cedex 3,"[('2020-08-20', 'SARL SUD PROMOTION', (220000, 'EUR'), 'Trophées, coupes, plaquettes'), ('2020-08-20', 'SARL SUD PROMOTION', (80000, 'EUR'), 'médailles et accessoires')]",['Produits travail des métaux'],[281],non,non
20-147653,2020-12-03,2021-03-02,['6'],Travaux de confortement et de grosses réparations du pont de l'Aube,fns,cmp2006,attribution,initial,Commune de Vallauris Golfe-Juan,06220,VALLAURIS,"[('2019-11-15', 'FREYSSINET', (257492.6, 'EUR'), None), ('2019-11-15', ""Groupement d'opérateurs FREYSSINET / EUROVIA mandataire FREYSSINET"", (195769, 'EUR'), None)]","[""Ouvrage d'art"", 'Voirie']","[252, 365]",non,non
20-144684,2020-12-03,2021-02-04,['6'],"concession de service de mobilier urbain pour la mise à disposition, l'installation, l'entretien, la maintenance et l'exploitation de mobiliers urbains publicitaires et non publicitaires",joue,directive23,attribution,initial,ville de Villefranche- sur- Mer,06236,Villefranche-sur-Mer,"[('2019-12-03', 'JC DECAUX FRANCE', (630000, 'EUR'), None)]","['Mobilier urbain', 'Publicité, Communication']","[231, 285]",non,non
20-146814,2020-12-03,2021-02-01,['6'],"19N0929- COMMUNE DE NICE- AMENAGEMENT DE LA SORTIE OUEST DE LA VOIE MATHIS - MISSIONS CSPS, CONTROLE TECHNIQUE ET CONTROLES EXTERIEURS",joue,directive24,attribution,initial,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,"[('2020-11-13', 'BUREAU VERITAS CONSTRUCTION SAS', (45923, 'EUR'), 'Mission de coordination de sécurité et de protection de la santé'), ('2020-11-12', 'SOCOTEC', (76000, 'EUR'), 'Mission de contrôle technique'), ('2020-11-13', 'GINGER CEBTP', (134898, 'EUR'), 'Service de contrôles extèrieurs')]",['Contrôle technique'],[72],non,non
20-146373,2020-12-03,2020-12-30,['6'],20V0841-OVO PRODUITS,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,"['Denrées alimentaires', ""Produits de l'agriculture"", 'Surgelés']","[88, 276, 330]",non,non
20-146463,2020-12-03,2021-01-05,['6'],20V1214- DESSERTS GLACES ARTISANAUX,joue,directive24,appeloffre,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,['Denrées alimentaires'],[88],non,oui
20-146671,2020-12-03,2020-12-10,"['6', '83', '13']",Boccacabana phase 4 - Travaux de requalification du Boulevard du midi Louise Moreau section Verrerie/Passage souterrain Semard,joue,autre,rectificatif,rectificatif,COMMUNE DE CANNES,06406,Cannes,,"['Electricité (travaux)', 'Revêtements de sols', 'Voirie et réseaux divers']","[105, 308, 366]",non,oui
20-147619,2020-12-03,2021-01-07,['6'],Réparation et amélioration du réseau d'éclairage public et de signalisation lumineuse tricolore (2 lots)lot 1 : réparation et amélioration du réseau d'éclairage publiclot 2 : réparation et,fns,cmp2006,appeloffre,initial,Commune de Menton,06500,Menton,,['Eclairage public'],[102],non,non
20-146892,2020-12-03,2020-12-20,['7'],PRESTATIONS DE SERVICES D'ASSURANCES,joue,directive24,attribution,initial,CC ARDECHE RHONE COIRON,07350,Cruas,,['Assurance'],[20],non,non
20-147383,2020-12-03,2021-01-08,['8'],concession d'aménagement pour l'extension et le réaménagement de la zone d'activités economiques de mohon à charleville-mézières,dsp,dsp,appeloffre,initial,ARDENNE METROPOLE,08000,Charleville-Mézières,,['Génie civil'],[141],non,non
20-147951,2020-12-03,2020-12-28,['9'],Marché d'assurance dommage ouvragepour la constrcution d'un pole jeunesse collaboratif à Foix,mapa,cmp2006,appeloffre,initial,Communauté d'agglomération Pays Foix-V,09000,Foix,,['Assurance'],[20],non,non
20-147837,2020-12-03,2020-12-11,"['9', '11', '31', '82', '65']",Aménagement d'un plateau désamianté préalablement. 8 Lots prévus Démolition/Cloisons faux plafonds/BSO/Menuiseries intérieures bois/ Sols souples/Peintures/CVC/Electricité.Plateau à usage de pla,fns,cmp2006,appeloffre,initial,CNAF,09016,Foix cedex,,"['Climatisation', 'Electricité (travaux)', 'Menuiserie', 'Plâtrerie', 'Revêtements de sols']","[62, 105, 222, 269, 308]",non,non
20-147809,2020-12-03,2021-02-03,['10'],travaux de réparation du pont prevost,fns,cmp2006,attribution,initial,Troyes Champagne Métropole,10000,Troyes,[],"[""Tous corps d'état""]",[345],non,non
20-147003,2020-12-03,2021-02-01,['10'],travaux de réhabilitation des réseaux d'assainissement de tcm - lot no1 secteur périphérique du bouchon de champagne de troyes,joue,directive24,intentionconclure,initial,Troyes Champagne Métropole,10000,Troyes,,['Assainissement'],[18],non,non
20-146665,2020-12-03,2021-01-13,['10'],"Fabrication, transport et mise en ½uvre de matériaux enrobés-.",joue,directive24,appeloffre,initial,DEPARTEMENT DE L AUBE,10000,TROYES,,"[""Tous corps d'état""]",[345],non,non
20-148062,2020-12-03,2021-01-14,['10'],MARCHES PUBLICS DE PRESTATIONS INTELLECTUELLES-.,fns,cmp2006,appeloffre,initial,COMMUNE ARSONVAL,10200,ARSONVAL,,"[""Assistance à maîtrise d'ouvrage""]",[433],non,non
20-146179,2020-12-03,2021-02-08,['11'],dsp eau potable et assainissement collectif,joue,directive23,appeloffre,initial,Commune de Lézignan-Corbières,11200,Lézignan-Corbières,,"['Alimentation en eau potable', 'Assainissement']","[6, 18]",non,non
20-147682,2020-12-03,2020-12-17,['11'],RÉHABILITATION EXTÉRIEURE DE LA MAIRIE ANNEXE ET CONSTRUCTION D'UN BLOC SANITAIRE PUBLIC A SAINT-PIERRE-LA-MER,fns,cmp2006,appeloffre,rectificatif,COMMUNE DE FLEURY,11560,FLEURY D AUDE,,"['Charpente', 'Electricité (travaux)', 'Gros oeuvre', 'Maçonnerie', 'Terrassement']","[57, 105, 144, 195, 341]",non,non
20-146395,2020-12-03,2021-02-28,['11'],ACQUISITION DE MATERIELS DE MOTOCULTURE,joue,directive24,attribution,initial,COMMUNE DE NARBONNE,11785,NARBONNE CEDEX,"[('2020-11-30', 'SA M3B', (80000, 'EUR'), 'Matériel portatif de motoculture'), ('2020-11-30', 'SA M3B', (80000, 'EUR'), 'Matériel portatif de motoculture électrique'), ('2020-11-30', 'SA M3B', (80000, 'EUR'), 'Autre matériel de motoculture'), ('2020-11-30', 'SEE', (80000, 'EUR'), 'Matériel à manche et à coupe')]","['Matériel agricole, horticole']",[200],non,non
20-147768,2020-12-03,2021-01-08,['11'],GN20P08 - Etude de programmation et daménagement Pôle déchange Multimodal de la gare de Narbonne,fns,cmp2006,appeloffre,initial,Le Grand Narbonne,11785,NARBONNE,,['Ingénierie'],[455],non,non
20-147694,2020-12-03,2021-03-02,['11'],Mission d'architecte conseil,fns,cmp2006,attribution,initial,COMMUNE DE CARCASSONNE,11835,Carcassonne cedex 9,,"[""Assistance à maîtrise d'ouvrage""]",[433],non,non
20-148079,2020-12-03,2021-01-07,['11'],Fourniture de pièces détachées et réparation de petits matériels de propreté urbaine et d'espaces verts,fns,cmp2006,appeloffre,initial,COMMUNE DE CARCASSONNE,11835,Carcassonne,,['Matériel de travaux publics'],[220],non,non
20-146747,2020-12-03,2021-01-07,['11'],FOURNITURE ET POSE DE PARASOLS,joue,directive24,appeloffre,initial,COMMUNE DE CARCASSONNE,11835,Carcassonne cedex 9,,"['Equipements spécialisés', 'Mobilier', 'Mobilier urbain']","[115, 230, 231]",non,non
20-146693,2020-12-03,2021-01-13,['11'],ACQUISITION DE VEHICULES DE SECOURS ET DE LUTTE CONTRE L'INCENDIE,joue,directive24,appeloffre,initial,SDIS DE L'AUDE,11870,CARCASSONNE CEDEX 9,,"['Equipements spécialisés', 'Véhicules (acquisition)']","[115, 475]",non,non
20-148125,2020-12-03,2021-01-08,['5'],"Reprise, actualisation et finalisation des études pour la création du projet de ZAC Planet - commune de la Roche de Rame (05)",fns,cmp2006,appeloffre,initial,Conseil Rég Provence-Alpes-Côte d'Azur,13003,MARSEILLE,,['Etude'],[118],non,non
20-148030,2020-12-03,2020-12-24,['13'],"Service de valorisation et de diffusion de la collection du FCAC auprès des écoles maternelles et élémentaires, des centres sociaux et des maisons pour tous de la Ville de Marseille",fns,cmp2006,appeloffre,initial,Ville de Marseille,13233,Marseille cedex 20,,['Assistance technique'],[19],non,non
