,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,19-184039,2019-12-10,2020-01-28,['1'],RD61 OA Joyeux Le Montellier,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,"[""Ouvrage d'art""]",[252],non,non
1,19-184332,2019-12-10,2020-01-13,['1'],"Parlement de Dombes Travaux de réparation et de réhabilitation, de mise en accessibilité et de réfection du SSI",fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,['Bâtiment'],[33],non,non
2,19-184417,2019-12-10,2020-01-27,"['1', '69']",Marché de Maitrise d'oeuvre pour la création d'un salon de thé dans le parc d'un EHPAD.,fns,cmp2006,appeloffre,initial,EHPAD LES TILLEULS 01,01120,MONTLUEL,,"[""Maîtrise d'oeuvre""]",[197],non,non
3,19-184363,2019-12-10,2020-01-07,['2'],FORMATION A LA CONDUITE D'ENGINS,fns,cmp2006,appeloffre,initial,Cté d'Agglo du Saint-Quentinois,02108,SAINT QUENTIN CEDEX,,['Prestations de services'],[274],non,non
4,19-184408,2019-12-10,2020-02-12,['2'],COMBLEMENTS DE CAPTAGES ET DEMOLITIONS D'OUVRAGES A COURTEMONT-VARENNES ET ETREPILLY,fns,cmp2006,appeloffre,initial,USESA,02400,CHATEAU THIERRY,,"['Alimentation en eau potable', 'Démolition', 'Réservoir']","[6, 87, 307]",non,non
5,19-184338,2019-12-10,2020-02-12,['2'],Travaux de réhabilitations des réservoirs d'Etampes sur Marne et Le Tartre 2020-2021,fns,cmp2006,appeloffre,initial,USESA,02400,CHATEAU THIERRY,,"['Alimentation en eau potable', 'Réservoir']","[6, 307]",non,non
6,19-174096,2019-12-10,2020-01-10,['2'],Délégation de service public pour l'exploitation des foires et marchés communaux de Villers-cotterêts,dsp,dsp,intentionconclure,initial,Ville de Villers-Cotterêts,02603,VILLERS-COTTERETS,[],['Délégation de service public'],[406],non,non
7,19-184285,2019-12-10,2020-01-07,"['3', '63']",gestion de la fourrière communautaire pour animaux,fns,cmp2006,appeloffre,initial,Vichy Communauté,03209,Vichy,,"['Animaux', 'Fourrière']","[9, 451]",non,non
8,19-183969,2019-12-10,2020-01-10,['4'],AMENAGEMENT ECOTOURISTIQUE DE LA RETENUE DE L'ESCALE,fns,cmp2006,appeloffre,initial,Provence Alpes Agglomération,04000,Digne les Bains,,"['Passerelle', 'Signalétique', 'Voirie']","[286, 333, 365]",non,non
9,19-183908,2019-12-10,2020-01-09,['4'],Remplacement de deux ouvrages de franchissement,fns,cmp2006,attribution,initial,Commune d'Aiglun,04510,Aiglun,,"[""Ouvrage d'art""]",[252],non,non
