a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
19-192721,2020-01-01,2020-02-29,['1'],Souscription de différents contrats d'assurances au profit de la Commune d'ARBENT.,joue,directive24,attribution,initial,Mairie d'Arbent,01100,ARBENT,"[('2019-12-03', 'SMACL', (111533, 'EUR'), 'dommages aux biens et risques annexes'), ('2019-12-03', 'SMACL', (19638, 'EUR'), 'RESPONSABILITE ET RISQUES ANNEXES'), ('2019-12-03', 'SMACL', (23422, 'EUR'), 'FLOTTE AUTOMOBILE ET RISQUES ANNEXES'), ('2019-12-03', 'MOUREY JOLY/CFDP', (707, 'EUR'), 'PROTECTION JURIDIQUE DES AGENTS ET ELUS')]",['Prestations de services'],[274],non,non
19-192931,2020-01-01,2020-02-14,['2'],"Marché d'exploitation des installations thermiques des bâtiments communaux - Marché de performance énergétique comprenant P1 multifluides, P2 - P3 et P5-.",joue,directive24,appeloffre,initial,collectivité,02150,SISSONNE,,['Prestations de services'],[274],non,non
19-192703,2020-01-01,2020-03-01,['3'],Entretien et grosses réparations des installations d'éclairage public et de signalisation lumineuse tricolore,joue,directive24,attribution,initial,Ville de Moulins,03016,Moulins cedex,"[('2019-12-13', 'CEME', (1250000, 'EUR'), ""Entretien et grosses réparations des installations d'éclairage public et de signalisation lumineuse tricolore"")]","['Eclairage public', 'Prestations de services']","[102, 274]",non,non
19-192881,2020-01-01,2020-02-28,['6'],19N0543 - Fourniture de tuyaux et d'accessoires spécifiques pour le lavage des rues,joue,directive24,attribution,initial,Métropole Nice Côte d'Azur,06000,Nice,"[('2019-12-16', 'TRVS EASYFLEX', (398910, 'EUR'), 'Accord-cadre à bons de commande avec un minimum et un maximum en valeurMini : 15 000,00 EURMaxi : 80 000,00 EURDurée initiale : 12 moisDébut du marché : à la notification du contrat')]",['Nettoyage urbain'],[240],non,non
19-192750,2020-01-01,2020-01-30,['6'],CHU de NICE - PASTEUR 1 - OPERATION DE REHABILITATION DU BATIMENT L,joue,directive24,attribution,initial,C.H.U. de Nice,06003,Nice cedex 1,"[('2019-12-24', 'GROUPEMENT COMBAS/BETEK/GAUJARD TECHNOLOGIES', (297360, 'EUR'), 'CHU de NICE - PASTEUR 1 - OPERATION DE REHABILITATION DU BATIMENT L')]","[""Maîtrise d'oeuvre"", 'Prestations de services']","[197, 274]",non,non
19-192683,2020-01-01,2020-02-02,['6'],traitement des refus de process du centre de valorisation organique (cvo) du broc,joue,directive24,attribution,initial,SMED,06150,CANNES LA BOCCA,"[('2019-12-24', 'SUEZ RV Méditerranée', (68500.0, 'EUR'), 'Traitement des refus de process du Centre de Valorisation Organique (CVO) du Broc')]",['Ordures ménagères (prestations)'],[249],non,non
19-192776,2020-01-01,2020-01-29,['6'],"Suppression des colonnes vide-ordures, création d'espaces extérieurs pour conteneurs (2 lots).Fourniture, pose et entretien d'abris pour conteneurs (2 lots).",joue,directive24,appeloffre,initial,Côte d'Azur Habitat,06200,Nice,,"['Conteneur, poubelles', 'Maçonnerie']","[71, 195]",non,non
19-192873,2020-01-01,2020-01-28,"['6', '5', '83', '84']",Prestations d'assurances pour la Ville et le CCAS de Beausoleil,joue,directive24,attribution,initial,Commune de Beausoleil,06240,Beausoleil,,['Assurance'],[20],non,non
19-192833,2020-01-01,2020-02-28,['6'],19V1411 - Relance 19V0324 - Acquisition de produits verriers,joue,directive24,attribution,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,,"['Produits des industries diverses', 'Verre']","[279, 361]",non,non
19-192822,2020-01-01,2020-02-28,['6'],19N0536 - Réparation et fourniture de pièces pour balayeuse de marque DULEVO ou équivalent,joue,directive24,attribution,initial,Métropole Nice Côte d'Azur,06364,Nice Cedex 4,,['Maintenance'],[196],non,non
19-146516,2020-01-01,2020-03-01,['6'],accord-cadre à bons de commandes pour des missions d'études et de maitrise d'oeuvre relatives aux travaux sur les infrastructures eau potable et assainissement de la carf,joue,directive24,attribution,initial,C.A. de la Riviera Française,06500,Menton,,"['Alimentation en eau potable', 'Assainissement', 'Etude', ""Maîtrise d'oeuvre"", 'Ingénierie']","[6, 18, 118, 197, 455]",non,non
19-192781,2020-01-01,2020-03-01,['6'],Contrôle des installations d'assainissement non collectif de la communauté d'agglomération de la riviera française,joue,directive24,attribution,initial,C.A. de la Riviera Française,06500,Menton,"[('2019-12-09', 'VEOLIA EAU \x96 COMPAGNIE DES EAUX', (393602, 'EUR'), 'Contrôle des installations d\x92assainissement non collectif de la Communauté d\x92Agglomération de la Riviera Française')]",['Assainissement'],[18],non,non
19-97953,2020-01-01,2020-03-01,['6'],Entretien des infrastructures eaux pluviales sur le perimetre de la carf,joue,directive24,attribution,initial,C.A. de la Riviera Française,06500,Menton,"[('2019-04-15', 'VEOLIA EAU - COMPAGNIE GENERALE DES EAUX', (613625.0, 'EUR'), 'Entretien des infrastructures eaux pluviales sur le secteur du bas service'), ('2019-04-15', 'VEOLIA EAU - COMPAGNIE GENERALE DES EAUX', (344243.0, 'EUR'), 'Entretien des infrastructures eaux pluviales sur le secteur du haut service')]",['Assainissement'],[18],non,non
19-146694,2020-01-01,2020-03-01,['6'],exploitation de 6 stations d'épuration et de 9 postes de relevage et prestations ponctuelles sur 6 stations d'épuration de la carf suite à la déclaration sans suite du marché 2019-05,joue,directive24,attribution,initial,C.A. de la Riviera Française,06500,Menton,,"['Maintenance', 'Station de pompage', 'Station de relevage', 'Station de refoulement', ""Station d'épuration (exploitation)""]","[196, 326, 327, 334, 335]",non,non
19-151379,2020-01-01,2020-03-01,['6'],Marché 2019/16 suite à la déclaration sans suite du marché 2019/09 - Exploitation du quai de transit des déchets ménagers et assimilés de menton,joue,directive24,attribution,initial,C.A. de la Riviera Française,06500,Menton,"[('2019-07-08', 'SASU SUEZ - RV MEDITERRANEE', (7700000, 'EUR'), None)]","['Ordures ménagères (prestations)', 'Déchets non ménagers (prestations)']","[249, 404]",non,non
