a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
21-25963,2021-02-27,2021-03-15,['2'],Traitement des ordures ménagères résiduelles du nord-est du département de l'Aisne,joue,directive24,attribution,initial,Valor'Aisne,02000,LAON,,['Assainissement'],[18],non,non
21-26495,2021-02-27,2021-03-29,['2'],Traitement des déchets ménagers issus de la collecte sélective de l'ensemble des territoires des collectivités adhérentes à Valor'Aisne-.,joue,directive24,appeloffre,initial,Valor'Aisne,02000,LAON,,['Assainissement'],[18],oui,non
21-26048,2021-02-27,2021-04-01,['2'],Études parcellaires d'assainissement sur six communes de GrandSoissons Agglomération,joue,directive24,appeloffre,initial,Cté. d'Agglo. du Soissonnais,02880,Cuffies,,"['Assainissement', 'Etude']","[18, 118]",non,non
21-26160,2021-02-27,2021-04-01,['4'],Marche De Maitrise D'oeuvre De Niveau Esquisse + Pour La Rehabilitation Et Extension De L'Eps De Riez En Site Occupe,joue,directive24,appeloffre,initial,Centre Hospitalier de Digne-les-Bains,04995,Digne Les Bains,,"[""Maîtrise d'oeuvre""]",[197],non,non
21-26243,2021-02-27,2021-03-12,"['6', '4', '83']",mission de maîtrise d'oeuvre relative aux travaux de sécurisation du collège de saint-sauveur-sur-tinée contre les crues de la tinée (rectificatif),joue,autre,rectificatif,rectificatif,SYND MIXTE INONDATIONS AMENAGEMENT GES,06200,Nice,,"[""Maîtrise d'oeuvre""]",[197],non,non
21-15310,2021-02-27,2021-03-29,['6'],"accord cadre à bons de commande pour des travaux de rénovation, d'entretien et de réparations dans les collèges ""electricité courants forts"" - 4 lots",joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice cedex 3,,['Electricité (travaux)'],[105],non,oui
21-26460,2021-02-27,2021-05-25,['6'],"Marché de performance énergétique comprenant P1, P2 et P3",joue,directive24,attribution,initial,Commune de Vallauris Golfe-Juan,06220,Vallauris,"[('2021-01-28', 'Dalkia', (1454015, 'EUR'), None)]","['Chauffage (exploitation, entretien)', 'Chauffage (matériel)', 'Climatisation', 'Electricité, gaz (fourniture)']","[59, 60, 62, 443]",non,non
21-25938,2021-02-27,2021-04-30,['8'],2020-263-DAT : Aménagement Foncier Agricole et Forestier - Commune de SAPOGNE SUR MARCHE - Prestations d'un géomètre-expert agréé-.,joue,directive24,attribution,initial,Conseil Départemental des Ardennes,08011,CHARLEVILLE MEZIERES cedex,"[('2021-01-13', 'AXIS CONSEILS', (168050, 'EUR'), None)]",['Topographie'],[344],non,non
21-25976,2021-02-27,2021-03-29,['10'],location - maintenance des véhicules pour la collecte d'ordures ménagères,joue,directive24,appeloffre,initial,Troyes Champagne Métropole,10001,Troyes,,['Véhicules (location)'],[474],non,non
21-23909,2021-02-27,2021-03-25,['10'],"modernisation du musée d'art moderne de troyes - Lot no 17 et relance des lots no 6, 7 et 9",joue,directive24,intentionconclure,initial,MAIRIE DE TROYES,10026,Troyes Cedex,"[('2021-02-19', 'Isolapro', (182425, 'EUR'), 'Plâtrerie - Relance'), ('2021-02-19', 'Menuiserie Loyer', (134972.92, 'EUR'), 'Menuiserie intérieures - Relance'), ('2021-02-19', 'Duet Construction', (200000, 'EUR'), 'Serrurerie - Relance'), ('2021-02-19', 'Didier Glais', (75334.25, 'EUR'), 'Charpente bois')]","['Charpente', 'Menuiserie', 'Plâtrerie', 'Serrurerie']","[57, 222, 269, 321]",oui,non
21-25953,2021-02-27,2021-05-25,['11'],Fourniture et pose de parasols,joue,directive24,attribution,initial,COMMUNE DE CARCASSONNE,11835,Carcassonne cedex 9,"[('2021-02-22', 'OMBRE ET TERRASSE', (625329.0, 'EUR'), 'MARCHE N°20078 - Fourniture et pose de parasols.--')]","['Equipements spécialisés', 'Mobilier', 'Mobilier urbain']","[115, 230, 231]",non,non
21-26068,2021-02-27,2021-03-19,['13'],"ENTRETIEN, MAINTENANCE, ET REPARATION DES APPAREILS DE CREMATION ET DES EQUIPEMENTS ANNEXES DU CREMATORIUM SAINT PIERRE (13005 MARSEILLE)",joue,directive24,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13007,Marseille,,['Prestations de services'],[274],non,non
21-26435,2021-02-27,2021-03-25,['13'],TRAVAUX DE DESAMIANTAGE ET REHABILITATION DU SITE DE LA CPAM DE CHATEAUNEUF LES MARTIGUES,joue,directive24,intentionconclure,initial,CAISSE PRIMAIRE CENTRALE ASSUR MALADIE,13009,Marseille,"[('2021-02-24', 'VALGO SUD', (109954, 'EUR'), 'DESAMIANTAGE'), ('2021-02-24', 'NOVOS BATISSEURS', (265884.85, 'EUR'), 'DEMOLITION-GROS-OEUVRE-VRD'), ('2021-02-24', 'LA PROVENCALE ALUMINIUM', (170447, 'EUR'), 'MENUISERIES EXTERIEURES'), ('2021-02-24', 'SAS MASSIBAT', (234942.72, 'EUR'), 'CLOISONS SECHES,FAUX PLAFONDS, SOLS SOUPLES, PEINTURES, FAIENCES'), ('2021-02-24', 'MASSIBAT', (146696.11, 'EUR'), 'MENUISERIES INTERIEURES'), ('2021-02-24', 'SARL RICHAUD SANGIARDI ENERGIE', (177021.23, 'EUR'), 'ELECTRICITE CFO/CFA'), ('2021-02-24', ""NOUVELLE SOCIETE D'ASCENSEURS"", (29180, 'EUR'), 'ASCENSEUR')]","['Amiante', 'Bâtiment', 'Démolition', 'Equipements spécialisés', 'Menuiserie', 'Plomberie (travaux)', 'Serrurerie', 'Electricité, gaz (fourniture)']","[24, 33, 87, 115, 222, 270, 321, 443]",non,non
21-26375,2021-02-27,2021-05-20,['13'],"REALISATION D'ENQUETES "" CLIENTS MYSTERES "" SUR LE RESEAU DE LA RTM",joue,directive25,attribution,initial,Régie des Transports Métropolitains,13013,Marseille,"[('2021-02-03', 'SERVICE PUBLICS LAB', (469029.75, 'EUR'), 'REALISATION D\'ENQUETES "" CLIENTS MYSTERES "" SUR LE RESEAU DE LA RTM (METRO, GARE ROUTIERE, TRAMWAY, AUTOBUS, FERRY BOAT, GARE MARITIME ET MOBIMETROPOLE)')]",['Prestations de services'],[274],non,non
21-26124,2021-02-27,2021-05-20,['13'],FOURNITURE DE LUBRIFIANTS POUR LA MAINTENANCE DU PARC ROULANT AINSI QUE DES OUTILS ET DU MATERIEL DE LA RTM,joue,directive25,attribution,initial,Régie des Transports Métropolitains,13013,Marseille,"[('2021-02-03', 'FUCHS LUBRIFIANTS France', (39537.5, 'EUR'), ""Fourniture d'huiles moteur et ventilateur 5w30""), ('2021-02-03', 'FUCHS LUBRIFIANTS France', (487230, 'EUR'), ""Fourniture d'huile pour pont""), ('2021-02-02', 'TOTAL LUBRIFIANTS', (225726.5, 'EUR'), ""Fourniture d'huiles moteur et ventilateur diverses""), ('2021-02-02', 'TOTAL LUBRIFIANTS', (16050, 'EUR'), ""Fourniture d'huiles direction assistée""), ('2021-02-04', 'IGOL PROVENCE', (129801.3, 'EUR'), ""Fourniture d'huiles pour boite de vitesse""), ('2021-02-08', 'HAFA SERVICES', (1499.5, 'EUR'), ""Fournitures d'huiles diverses"")]",['Lubrifiants'],[187],non,non
21-26248,2021-02-27,2021-05-24,['13'],Fabrication de balais pour les moteurs de traction de la RTM.,joue,directive25,appeloffre,initial,Régie des Transports Métropolitains,13013,Marseille,,['Pièces détachées'],[266],non,non
21-26244,2021-02-27,2021-04-26,"['83', '4', '5', '84', '13', '6']",mission de maîtrise d'oeuvre pour la réalisation des aménagements de protection contre les inondations du batailler sur les communes du papi côtiers des maures (83),joue,directive24,attribution,initial,CCMPM,13182,Aix-en-Provence cedex 5,,"[""Maîtrise d'oeuvre""]",[197],non,non
21-26036,2021-02-27,2021-05-25,['13'],Maintenance Et Reparations Des Ouvrages Des Reseaux Secs Et Des Reseaux Humides Des Bassins Ouest Du Gpmm,joue,directive25,attribution,initial,GRAND PORT MARITIME DE MARSEILLE,13226,Marseille,"[('2021-02-22', ""Ineo Provence & Cote D'Azur"", (900000, 'EUR'), 'Maintenance Et Reparations Des Ouvrages Des Reseaux Secs - Electricite'), ('2021-02-17', ""Sade - Compagnie Generale De Travaux D'Hydraulique"", (1400000, 'EUR'), 'Maintenance Et Reparations Des Ouvrages Des Reseaux Humides - Eaux')]","['Assainissement', 'Electricité (travaux)', 'Réseaux divers']","[18, 105, 306]",non,non
21-26177,2021-02-27,2021-03-24,['13'],Concours restreint de maitrise d'oeuvre sur esquisse en vue de la création d'un village d'entreprises nautiques (Anse du Pharo - Marseille 13007),joue,directive24,attribution,initial,SOLEAM,13232,Marseille cedex 01,,['Prestations de services'],[274],non,non
21-25931,2021-02-27,2021-04-25,['13'],"Accord cadre bons de commande, Corps d'état 01 VRD Voirie et Réseaux Divers",joue,directive24,attribution,initial,CONSEIL DEPARTEMENTAL 13,13256,Marseille cedex 20,,['Voirie'],[365],non,non
21-26345,2021-02-27,2021-04-25,['13'],"Accord cadre à bons de commande pour l'exécution de travaux d'entretien, de rénovation, de réparation du patrimoine immobilier par le Département et des bâtiments loués : corps d'état 0",joue,directive24,appeloffre,initial,Conseil Departementa des Bouches-du R,13256,Marseille cedex 20,,['Etanchéité'],[117],non,non
21-26071,2021-02-27,2021-03-29,['13'],FOURNITURES DE PIECES DETACHEES POUR LA MAINTENANCE DU MOBILIER URBAIN DE COLLECTE DES DECHETS MENAGERS ET RECYCLABLES,joue,directive24,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13281,Marseille,,"['Conteneur, poubelles']",[71],non,non
21-26310,2021-02-27,2021-03-26,['13'],"Mise A Disposition De Moyens De Collecte, Enlevement, Transport, Traitement Et Elimination Des Dechets D'Activite Economique Non Dangereux",joue,autre,rectificatif,rectificatif,HOPITAUX DE PROVENCE,13295,Marseille,,"['Benne', 'Conteneur, poubelles', 'Déchets non ménagers (prestations)']","[34, 71, 404]",non,oui
21-26076,2021-02-27,2021-04-25,['13'],"Hébergement provisoire ou relogement définitif et AMO, pour travaux d?office "" saturnisme infantile, insalubrité, péril "".",joue,directive24,attribution,initial,DDTM13,13331,Marseille cedex 03,"[('2021-02-24', 'SAS URBANIS AMENAGEMENT', (200000.0, 'EUR'), ""Hébergement provisoire ou relogement définitif et AMO, pour travaux d'office 'saturnisme infantile, insalubrité, péril'"")]","['Contrôle technique', 'Prestations de services']","[72, 274]",non,non
21-26207,2021-02-27,2021-03-08,"['13', '75', '77', '78', '91', '92', '93', '94', '95']","Assistance à maitrise d'oeuvre, expertise, ingénierie logicielle et accompagnement technique - 2 lots",joue,autre,rectificatif,rectificatif,IRD,13572,Marseille,,['Informatique (prestations de services)'],[163],non,non
