,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-118477,2020-09-29,2020-10-21,['1'],Réfection de toitures terrasses pour le Groupement Hospitalier de Territoire (GHT) Bresse Haut Bugey,fns,cmp2006,appeloffre,rectificatif,CH DE BOUR EN BRESSE FLEYRIAT,01012,Bourg-en-bresse cedex,,"['Charpente', 'Terrasse']","[57, 354]",non,non
1,20-118798,2020-09-29,2020-10-23,['2'],PREPARATION ET EXECUTION DE LA PHASE PROJET DE L'OPERATION DE REMEMBREMENT DU COTEAU DU PSEAUTIER SUR LA COMMUNE DE CHARTEVES-.,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L'AISNE,02000,Laon,,['Etude'],[118],non,non
2,20-118612,2020-09-29,2020-11-13,"['19', '3']",La présente consultation porte sur la maintenance préventive et curative des moyens de production au profit de la 13 BSMAT 13 détachement de Tulle.Elle se décline en deux (2) lots :- Lot 1 : équi..,fns,cmp2006,appeloffre,initial,13eBSMAT Détachement de Moulins,03402,Yzeure,,['Cabine de peinture'],[46],non,non
3,20-118698,2020-09-29,2020-10-22,['4'],La consultation concerne les travaux de construction d'un mur d'escalade (Structure Artificielle d'Escalade).,fns,cmp2006,appeloffre,rectificatif,Cté Com Alpes Provence Verdon,04170,Saint andré les alpes,,['Equipement sportif'],[113],non,non
4,20-118843,2020-09-29,2020-10-30,['4'],"Numéro de la consultation : 20SM01 Transports de produits de santé dans le cadre d'une tournée programmée le matin et/ou les demandes de transports en Urgence 7jrs/7jrs 24H/24H, au départ du CHI",fns,cmp2006,appeloffre,initial,Centre Hospitalier de Digne-les-Bains,04995,DIGNE LES BAINS,,['Transport'],[347],non,non
5,20-118513,2020-09-29,2020-10-29,['5'],"Travaux de génie civil pour rénovation d'un tronçon canal d'irrigation dénommé ' Branche de Charance au lieudit Les Jaussauds en commune de Gap '. débroussaillage, terrassement, bé",mapa,cmp2006,appeloffre,initial,ASA du Canal de Gap,05000,GAP,,"['Maçonnerie', 'Terrassement']","[195, 341]",non,non
6,20-118484,2020-09-29,2020-10-29,['5'],travaux de rénovation de maisons en commune de Gap - Travaux de maçonnerie. Gros oeuvre - Terrasse - Chien assis,fns,cmp2006,appeloffre,initial,ASA du Canal de Gap,05000,GAP,,['Maçonnerie'],[195],non,non
7,20-118722,2020-09-29,2020-12-27,['5'],Numéro de la consultation : 2020-TX-BEJS-0031 Rénovation de toitures - Collège Mauzan et Bibliothèque Départementale à Gap,fns,cmp2006,attribution,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,"[('2020-09-25', 'DAUTREMER', (70881.05, 'EUR'), None), ('2020-09-22', 'BOREY SARL', (244972, 'EUR'), None)]","['Bâtiment', 'Couverture']","[33, 74]",non,non
8,20-118746,2020-09-29,2020-12-27,['5'],ROUTE DEPARTEMENTALE 522 - Raccordement à la RD 948,fns,cmp2006,attribution,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,"[('2020-09-01', 'EDMOND POLDER', (238920, 'EUR'), None), ('2020-09-03', 'COLAS MIDI MEDITERRANEE', (69140, 'EUR'), None)]",['Terrassement'],[341],non,non
9,20-118783,2020-09-29,2020-10-09,['5'],TRAVAUX DE GRANDES INSPECTIONS TSD PRE-GIRARDIN - STATION DE CEILLAC TSD GILLY - STATION DE ABRIES 2020 - 2021,fns,cmp2006,appeloffre,rectificatif,Syndicat mixte des stations Queyras,05008,GAP,,"['Télécabines, télésièges, téléskis']",[337],non,non
10,20-118726,2020-09-29,2020-12-27,['5'],RENFORCEMENT DE CHAUSSEE ET SECURISATION DE PLUSIEURS ITINERAIRES DU RESEAU ROUTIER DEPARTEMENTAL DES HAUTES-ALPES,fns,cmp2006,attribution,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,"[('2020-09-10', 'ROUTIERE DU MIDI', (1497190.5, 'EUR'), None)]",['Matériaux routiers'],[199],oui,non
11,20-118725,2020-09-29,2020-12-27,['5'],RD 420 - Reconstruction du pont des Esclots sur le Briançon,fns,cmp2006,attribution,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,"[('2020-09-18', 'CHARLES QUEYRAS TP', (551295.95, 'EUR'), None)]","[""Ouvrage d'art""]",[252],oui,non
12,20-118723,2020-09-29,2020-12-27,['5'],RD 942 - Méouge - Protection contre les chutes de blocs - Rocher du Chateau,fns,cmp2006,attribution,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,"[('2020-09-17', 'RESIREP', (179583.3, 'EUR'), None)]",['Falaise'],[125],oui,non
13,20-118936,2020-09-29,2020-10-13,['6'],"travaux de réhabilitation du chalet du val de blore a valdeblore (06450), relance des lots 1, 7 et 9",fns,cmp2006,appeloffre,initial,CAF des Alpes-Maritimes,06100,nice,,"['Gros oeuvre', 'Gouttières', 'Serrurerie']","[144, 145, 321]",non,oui
