a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
19-166256,2019-11-04,2019-12-09,['2'],Renforcement de l'ouvrage D092A sur la RD22 à Braine franchissant la Vesle-. (rectificatif),fns,cmp2006,appeloffre,rectificatif,DEPARTEMENT DE L'AISNE,02000,Laon,,"[""Ouvrage d'infrastructure""]",[253],non,non
19-166368,2019-11-04,2019-11-27,['2'],"Prestations de services (Audit des systèmes d'autosurveillance, diagnostic réseaux et fonctionnement des stations d'épuration) dans le cadre du service d'assistance technique à l'e",fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L'AISNE,02000,Laon,,['Etude'],[118],non,non
19-166376,2019-11-04,2019-12-05,"['4', '5', '6', '13', '83', '84']","Mission de maîtrise d'ouvre relative à des travaux de sécurisation du canal maître sur la commune de Sainte-Tulle, secteur Costebelle.",mapa,cmp2006,appeloffre,initial,AS du Canal de Manosque,04130,VOLX,,"['Equipement hydraulique', 'Génie civil', 'Hydraulique agricole', 'Irrigation', ""Maîtrise d'oeuvre""]","[111, 141, 152, 168, 197]",non,non
19-166325,2019-11-04,2019-11-30,['6'],CRÉATION D'UN ATELIER MODULAIRE POUR LA PISCINE DES CAMPELIERES,mapa,cmp2006,appeloffre,initial,Syndicat Mixte du CEC,06250,Mougins,,"['Bâtiments modulaires', 'Gros oeuvre', 'Réseaux divers', 'Voirie et réseaux divers']","[27, 144, 306, 366]",non,oui
19-166517,2019-11-04,2019-11-25,['6'],"Soutènement, confortement et viabilisation de 2 parcelles sises 840 route Jean-Natale à Caarros",fns,cmp2006,appeloffre,initial,Ville de Carros,06512,Carros Cedex,,"['Mur de soutènement', 'Voirie et réseaux divers']","[233, 366]",non,non
19-166578,2019-11-04,2019-11-21,['6'],Fournitures de pièces détachées génériques pour véhicules légers et utilitaires,mapa,cmp2006,appeloffre,initial,SYND MIXTE VALORISATION DECHETS UNIVAL,06605,ANTIBES,,['Pièces détachées'],[266],non,oui
19-166516,2019-11-04,2019-12-15,['7'],Chauffage-rafraichissement-ventilation-plomberie,fns,cmp2006,appeloffre,initial,Syndicat départ. d'équipt de l'Ardèche,07003,Privas,,"[""Tous corps d'état""]",[345],non,non
19-166452,2019-11-04,2019-11-26,['10'],Réfection des cheneaux aux archives départementales (10)-.,mapa,cmp2006,appeloffre,initial,DEPARTEMENT DE L AUBE,10000,TROYES,,['Couverture'],[74],non,non
19-166513,2019-11-04,2019-11-25,['10'],DEMOLITION TOTALE DU MOTEL SIS RUE MARIE CURIE A ROSIERES-PRES-TROYES (10)-.,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE L AUBE,10000,TROYES,,"[""Tous corps d'état""]",[345],non,non
19-166467,2019-11-04,2019-12-07,['10'],Fourniture de Dispositifs Médicaux Stériles pour épuration des milieux biologiques au Centre Hospitalier Simone Veil.,fns,cmp2006,appeloffre,initial,Centre hospitalier de Troyes,10003,Troyes cedex,,['Matériel médical'],[212],oui,oui
19-155644,2019-11-04,2019-11-25,['12'],RD 42 - aménagement et rectification (PR 16.400 à 17.550) - élargissement du pont de la randie - canton : lot-et-dourdou - communes : saint parthem et conques-en-rouergue,fns,cmp2006,appeloffre,initial,Conseil Départemental de l AVEYRON,12450,Flavin,,"[""Ouvrage d'art""]",[252],non,non
19-166418,2019-11-04,2019-12-02,['12'],aménagement de la RD 557 en traverse et d'espaces publics du village de castelnau,fns,cmp2006,appeloffre,initial,COMMUNE de Castelnau de Mandailles,12500,Castelnau de Mandailles,,"['Espaces verts', 'Maçonnerie', 'Voirie et réseaux divers']","[116, 195, 366]",non,non
19-166297,2019-11-04,2019-11-29,['13'],FOURNITURE ET LIVRAISON DE MATÉRIEL ÉLECTRIQUE POUR LES SERVICES MUNICIPAUX,fns,cmp2006,appeloffre,initial,ville de Chateauneuf les Martigues,13168,CHATEAUNEUF LES MARTIGUES CEDEX,,"['Câblage', 'Matériel électrique']","[47, 203]",non,non
19-166570,2019-11-04,2019-11-20,['13'],Maintenance et fourniture de pièces de rechange des contrôleurs à rayons x à bagages et des portiques de détection de métaux de l'Activité Voyageurs du GPMM,mapa,cmp2006,appeloffre,initial,GRAND PORT MARITIME DE MARSEILLE,13226,MARSEILLE,,"['Equipement industriel', 'Equipements spécialisés']","[112, 115]",non,non
19-166555,2019-11-04,2019-12-04,['13'],"La présente consultation concerne le transport collectif d'enfants de la commune, dans le cadre d'activités périscolaires, extrascolaires et scolaires (maternelles et élémentaires) organisée",fns,cmp2006,appeloffre,initial,COMMUNE DE SAINT CHAMAS,13250,Saint-Chamas,,['Transport'],[347],non,non
19-166571,2019-11-04,2019-12-02,['13'],Mission d'Assistance technique pour le suivi des travaux de rénovation complète du SSI comprenant le désenfumage du bâtiment C au Lycée DIDEROT à MARSEILLE (13),mapa,cmp2006,appeloffre,initial,Conseil Rég Provence-Alpes-Côte d'Azur,13331,Marseille,,['Assistance technique'],[19],non,non
19-166579,2019-11-04,2019-11-26,['13'],Numéro de la consultation : 2019/MOE/0048 Maîtrise d'oeuvre pour des travaux de rénovation des groupes scolaires des Pennes Mirabeau,fns,cmp2006,appeloffre,initial,COMMUNE LES PENNES MIRABEAU,13758,LES PENNES MIRABEAU,,"[""Maîtrise d'oeuvre""]",[197],non,non
19-166356,2019-11-04,2019-11-27,"['14', '27', '50', '61', '76']",Réhabilitation de la grande carrière du centre équestre de Caen,fns,cmp2006,appeloffre,initial,Ville de Caen,14027,CAEN,,"['Arrosage', 'Eclairage public', 'Terrain de sport']","[13, 102, 342]",non,non
