,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-53396,2020-04-18,2020-06-11,"['1', '38', '42', '69']",Déchèteries - Bas de quai,joue,autre,rectificatif,rectificatif,CTE DE COMMUNES DE LA PLAINE DE L AIN,01150,Chazey sur ain,,['Prestations de services'],[274],non,non
1,20-53401,2020-04-18,2020-06-11,"['1', '38', '42', '69']","Collecte et transport des ordures ménagères résiduelles, des emballages et journaux-magazines",joue,autre,rectificatif,rectificatif,CTE DE COMMUNES DE LA PLAINE DE L AIN,01150,Chazey sur ain,,['Prestations de services'],[274],non,non
2,20-53258,2020-04-18,2020-05-16,['6'],FOURNITURE DE PRODUITS ET MATERIEL D'ENTRETIEN - 3 LOTS,joue,autre,rectificatif,rectificatif,COMMUNE DE GRASSE,06130,Grasse,,"[""Produits d'entretien""]",[278],non,non
3,20-52930,2020-04-18,2020-05-15,['6'],fourniture de produits et de materiels d'entretien et d'hygiene (rectificatif),joue,autre,rectificatif,rectificatif,Ville de Vence,06140,Vence,,"['Hygiène (articles)', ""Produits d'entretien""]","[153, 278]",non,non
4,20-53114,2020-04-18,2020-05-16,['6'],Travaux de plomberie sur le patrimoine de Côte d'Azur Habitat Lot no2.1 Agences Antibes et Carros,joue,directive24,appeloffre,initial,Côte d'Azur Habitat,06200,Nice,,['Plomberie (travaux)'],[270],non,non
5,20-45617,2020-04-18,2020-06-02,['6'],"fourniture, pose et mise en service de matériel d'atelier",joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,NICE CEDEX 3,,"['Appareil élévateur', 'Equipements spécialisés']","[11, 115]",non,non
6,20-52962,2020-04-18,2020-06-16,['6'],19 N0912 Exploitation et maintenance des équipements d'exploitation routière de la Métropole Nice Cote d'Azur,joue,directive24,attribution,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,"[('2020-03-25', ""CITELUM NICE COTE D'AZUR"", (704564, 'EUR'), ""Exploitation et maintenance des équipements d'exploitation routière de la Métropole Nice Cote d'Azur"")]","['Equipements spécialisés', 'Prestations de services', 'Signalisation']","[115, 274, 322]",non,non
7,20-53446,2020-04-18,2020-06-16,['6'],19N0324 - Centre Multimodal des Déplacements de la Métropole : Système de Régulation du Trafic (SRT),joue,directive24,attribution,initial,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,"[('2020-03-25', 'SPIE CityNetworks', (533710, 'EUR'), ""Bon de commande :Minimum : 100 000,00 EURMaximum : 800 000,00 EUREn valeur en EUR H.T.Lot mixte : partie globale et forfaitaire : Le délai d'exécution est fixé à : 60 mois."")]","['Informatique (prestations de services)', 'Télégestion']","[163, 352]",non,non
8,20-53369,2020-04-18,2020-06-16,['6'],19V0189 - Fourniture et pose d'équipements d'occultation dans les locaux de la ville de NICE et DE LA METROPOLE NICE COTE D'AZUR - 2 LOTS,joue,directive24,attribution,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,"[('2020-03-11', 'NICE DECOR', (267822, 'EUR'), ""Établissements Administratifs et divers VDN NCAgroupement de commandes en EUR HT: Ville de NICE (coordonnateur): Mini 40 000 / Maxi 350000métropole NICE COTE D'AZUR : Sans Mini - Maxi : 200000""), ('2020-03-11', 'NICE DECOR', (264167, 'EUR'), 'Autres bâtiments de la ville de NICEAccord-cadre à bons de commandeMini : 30 000 EUR HTMaxi : 375 00 EUR HT')]","['Equipements spécialisés', 'Maintenance']","[115, 196]",non,non
9,20-52934,2020-04-18,2020-05-16,['6'],"19N0483 - Assistance à maîtrise d'ouvrage en matière d'ordonnancement, de pilotage et de coordination (OPC) urbain dans le cadre des nouveaux projets de renouvellement urbain",joue,directive24,attribution,initial,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,"[('2020-03-11', 'EGIS CONSEIL', (86280, 'EUR'), ""ASSISTANCE A MAITRISE D'OUVRAGE EN MATIERE D'ORDONNANCEMENT, DE PILOTAGE ET DE COORDINATION URBAIN DANS LE CADRE DES NOUVEAUX PROJETS DE RENOUVELLEMENT URBAIN"")]","[""Assistance à maîtrise d'ouvrage"", 'Ingénierie']","[433, 455]",non,non
