,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,21-87604,2021-06-27,2021-07-29,['1'],Fournitures bâtimentaires pour le Département de l'Ain,joue,directive24,appeloffre,initial,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,"['Peinture (fourniture)', 'Electricité, gaz (fourniture)']","[263, 443]",non,non
1,21-87302,2021-06-27,2021-07-30,['1'],Exploitation de la déchèterie communautaire - Collecte sélective du verre par apport volontaire,joue,directive24,appeloffre,initial,CC de Miribel et du Plateau,01700,Miribel du Plateau,,"['Benne', 'Collecte sélective', 'Verre', 'Déchets non ménagers (prestations)', 'Déchetterie (exploitation)']","[34, 82, 361, 404, 405]",non,non
2,21-88011,2021-06-27,2021-08-02,['2'],Accord-cadre à bons de commande pour les prestations d'entretien des locaux et des vitres de trois bâtiments municipaux à Soissons (02200).,joue,directive24,appeloffre,initial,Mairie de Soissons,02200,SOISSONS,,['Nettoyage de locaux'],[239],non,non
3,21-87935,2021-06-27,2021-09-22,['5'],"Gestion de la cuisine centrale, confection et livraison de repas en liaison froide à destination des membres du Groupement de commandes",joue,directive24,attribution,initial,Ville de Gap,05007,Gap,"[('2021-06-21', 'Garig', (1824530, 'EUR'), None)]",['Restauration collective'],[66],non,non
4,21-87813,2021-06-27,2021-08-30,['6'],"PRESTATION D'EQUIPEMENT, PRESTATION DE MAINTENANCE & PRESTATIONS ASSOCIEES LIEES A L'EXPLOITATION EN REGIE PAR UN TIERS DU PARKING PASTEUR 2 APPARTENANT AU CHU DE NICE",joue,directive24,appeloffre,initial,C.H.U. de Nice,06003,Nice cédex 1,,['Prestations de services'],[274],non,non
5,21-87891,2021-06-27,2021-08-25,['6'],20N0200. FOURNITURE D'EQUIPEMENTS MATERIELS ET LOGICIELS DE SECURISATION DES SYSTEMES D'INFORMATION ET PRESTATIONS ASSOCIEES,joue,directive24,attribution,initial,Métropole Nice Côte d'Azur,06364,Nice cedex 4,"[('2021-06-03', 'SOCIÉTÉ FRANCAISE DU RADIOTELEPHONE - SFR', (1781990, 'EUR'), ""Acquisition et le renouvellement de matériels et de logiciels de sécurisation du système d'information de Nice Côte d'Azur et prestations associées."")]",['Informatique (matériel)'],[162],non,non
6,21-87873,2021-06-27,2021-08-25,['6'],"20N0218. REHABILITATION DES POSTES DE REFOULEMENT DES EAUX USEES DES COMMUNES DE CAGNES-SUR-MER, CARROS, LA GAUDE ET VENCE (NCA257). RELANCE 19N0082",joue,directive25,attribution,initial,METROPOLE NICE COTE D AZUR,06364,NICE CEDEX 4,,['Assainissement'],[18],non,non
7,21-87904,2021-06-27,2021-08-25,['6'],"20N0199. COMMUNE DE NICE - REQUALIFICATION DU SITE PROPRE BUS, DES TROTTOIRS, DE LA CHAUSSEE ET CREATION D'UNE PISTE CYCLABLE BI DIRECTIONNELLE, RUE DANTE ET BUFFA - TRAVAUX DE VRD.",joue,directive24,attribution,initial,METROPOLE NICE COTE D AZUR,06364,Nice cedex 4,,['Voirie et réseaux divers'],[366],non,non
8,21-87919,2021-06-27,2021-07-27,['6'],Relance du lot no 06 : Vrd / espaces verts de la procédure adaptée 2020 0417 - Travaux d'extension du bâtiment existant du crématorium de Cannes par deux salles de convivialité e,joue,directive24,appeloffre,initial,COMMUNE DE CANNES,06406,Cannes,,['Espaces verts'],[116],non,oui
9,21-87559,2021-06-27,2021-07-26,"['6', '83', '13']","Prestations de nettoyage des bâtiments administratifs et techniques, des toilettes palm bus, des salles de spectacles, des lieux culturels, des salles associatives et salles de pra",joue,autre,rectificatif,rectificatif,COMMUNE DE CANNES,06406,Cannes,,['Nettoyage de locaux'],[239],non,non
