a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
20-33499,2020-05-18,2020-06-12,['1'],fourniture et livraison de produits de marquage routier pour la signalisation horizontale,fns,cmp2006,appeloffre,initial,Ville de Bourg-en-Bresse,01012,Bourg-en-Bresse cedex,,['Matériaux routiers'],[199],non,oui
20-36109,2020-05-18,2020-06-17,['1'],"Mission de maitrise d'oeuvre / bureau d'études pour les travaux de déconstruction, désamiantage et de déplombage des bâtiments mjc, aglca, maison des syndicats et villa",mapa,cmp2006,appeloffre,initial,Ville de Bourg-en-Bresse,01012,Bourg-en-Bresse Cedex,,"['Démolition', 'Etude', ""Maîtrise d'oeuvre"", 'Amiante (désamiantage)']","[87, 118, 197, 479]",non,non
20-65745,2020-05-18,2020-08-15,['2'],Numéro de la consultation : 19092TNC CONSTRUCTION DE BÂTIMENTS PRÉFABRIQUÉS SUR LES SITES DES DÉCHETTERIES DE GAUCHY ET OMISSY,fns,cmp2006,attribution,initial,CA DU SAINT QUENTINOIS,02108,Saint-Quentin,,['Bâtiments modulaires'],[27],non,non
20-65428,2020-05-18,2020-06-19,"['2', '59', '62', '60', '80', '77', '95', '8']",Réhabilitation des réservoirs de HautevilleLes prestations de canalisations hydrauliques métalliques ne sont pas prévues au présent marché pour êtrecoordonnées à un marché de maintien de service,fns,cmp2006,appeloffre,initial,COMMUNE DE GUISE,02120,GUISE,,['Alimentation en eau potable'],[6],non,non
20-65467,2020-05-18,2020-06-22,['2'],"Maîtrise d'oeuvre pour la construction d'un espace multifonction à vocation touristique, à proximité de l'Abbaye de Vauclair-.",mapa,cmp2006,appeloffre,initial,COMMUNAUTE COMMUNES DU CHEM DES DAMES,02160,CRAONNE,,"[""Maîtrise d'oeuvre""]",[197],non,non
20-65401,2020-05-18,2020-06-15,['2'],CONTRAT DE MAINTENANCE POUR L ENTRETIEN ET LA DESINFECTION DE CASSETTES DE CLIMATISATION ET DE VENTILO-CONVECTEUR,fns,cmp2006,appeloffre,initial,CENTRE HOSPITALIER GENERAL ST QUENTIN,02321,Saint quentin,,['Maintenance'],[196],non,non
20-65105,2020-05-18,2020-06-08,['2'],MARCHE DE FOURNITURE ET DE LIVRAISON D'AD BLUE POUR LES VÉHICULES DE LA RTA,fns,cmp2006,attribution,initial,R.T.A,02430,GAUCHY,,"['Pompes', 'Véhicules']","[272, 359]",non,non
20-65134,2020-05-18,2020-08-15,['3'],RD998 Réfection complète du mur d'Ebreuil,fns,cmp2006,attribution,initial,DEPARTEMENT DE L ALLIER,03016,MOULINS,"[('2020-05-15', 'THIVENT SAS', (135031.5, 'EUR'), None)]",['Mur de soutènement'],[233],oui,oui
20-65339,2020-05-18,2020-06-15,['3'],Numéro de la consultation : 20-GHTA-0123 CREATION D'UN LOCAL ARCHIVES AU SOUS-SOL DU POLE LOGISIQUE phase 3,fns,cmp2006,appeloffre,initial,CENTRE HOSPITALIER DE MONTLUCON,03100,Montluçon,,"['Rayonnage', ""Tous corps d'état""]","[300, 345]",non,non
20-65588,2020-05-18,2020-06-18,['5'],Numéro de la consultation : 2020-TX-BEJS-0031 Rénovation de toitures - Collège Mauzan et Bibliothèque Départementale à Gap,fns,cmp2006,appeloffre,initial,DEPARTEMENT DES HAUTES-ALPES,05008,GAP,,"['Bâtiment', 'Couverture']","[33, 74]",non,non
