,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-106188,2020-08-29,2020-09-06,['1'],Accord-cadre de fourniture de matériels informatiques et logiciels,joue,autre,rectificatif,rectificatif,Commune de Valserhone,01206,Valserhône cedex,,"['Informatique (matériel)', 'Logiciel']","[162, 186]",non,non
1,20-106037,2020-08-29,2020-09-28,['3'],Fourniture d'électricité et services associés,joue,directive24,appeloffre,initial,SDE 03,03401,Yzeure cedex,,"['Electricité, gaz (fourniture)']",[443],non,non
2,20-99398,2020-08-29,2020-10-07,"['6', '13', '83']",Prestations d'édition et d'impression (3 lots),joue,directive24,appeloffre,initial,C.A. PAYS DE GRASSE,06130,GRASSE,,['Imprimés'],[161],non,oui
3,20-100947,2020-08-29,2020-09-29,['6'],acbc - travaux d'entretien dans les collèges et bâtiments départementaux - renouvellement lots menuiserie alu et pvc-sol souple faux plafond cloison-peinture-espaces verts - 7 lots,joue,directive24,appeloffre,initial,Département des Alpes-Maritimes,06201,Nice Cedex 3,,"['Cloison, faux plafond', 'Espaces verts', 'Menuiserie', 'Peinture (travaux)', 'Revêtements de sols']","[63, 116, 222, 264, 308]",oui,oui
4,20-106374,2020-08-29,2020-11-24,['6'],Restructuration Vestiaires et Chambres froides de l'Ucp Nice Centre,joue,directive24,intentionconclure,initial,CROUS NICE-TOULON,06300,Nice,"[('2020-08-14', 'Bd Batideco', (114108.6, 'EUR'), 'Cloisons- Carrelage- Faience- Menuiserie'), ('2020-08-14', 'Isofluides', (46323.37, 'EUR'), 'Plomberie- Vmc'), ('2020-08-14', ""Europ'Tp"", (19740.44, 'EUR'), 'Electricite Cfo/ Cfa')]","['Electricité (travaux)', 'Menuiserie', 'Plomberie (travaux)', 'Revêtements de sols', 'Revêtements muraux']","[105, 222, 270, 308, 309]",non,non
5,20-106040,2020-08-29,2020-11-24,['6'],"Fourniture, pose et maintenance de sanitaires préfabriqués à nettoyage automatique sur le territoire communal",joue,directive24,attribution,initial,COMMUNE DE CANNES,06406,Cannes,"[('2020-08-26', 'Francioli', (3000000, 'EUR'), None)]","['Mobilier urbain', 'Sanitaire']","[231, 319]",non,non
6,20-106081,2020-08-29,2020-10-31,"['7', '26']",Alimentation en eau potable - Canalisations - Transit St-Victor - St-Félicien / Distribution Coteaux de la Daronne - Canalisations - Appel d'Offres Ouvert,joue,directive24,appeloffre,initial,Syndicat des eaux Cance-Doux,07300,Saint jean de muzols,,"['Alimentation en eau potable', 'Canalisations']","[6, 48]",non,non
7,20-106069,2020-08-29,2020-09-11,['7'],prestation de service d'assurance (rectificatif),joue,autre,rectificatif,rectificatif,Annonay Rhône Agglo,07430,davézieux,,['Assurance'],[20],non,non
8,20-106311,2020-08-29,2020-11-24,['9'],Fourniture de 4 tracteurs neufs 4 roues motrices porte-outils pour le Parc Matériel et Travaux du Conseil Départemental de l'Ariège,joue,directive24,attribution,initial,CONSEIL GENERAL de L'ARIEGE,09000,Foix,"[('2020-08-26', 'Ets Gay Sas', (330000, 'EUR'), None)]",['Véhicules (acquisition)'],[475],non,non
9,20-106173,2020-08-29,2020-10-01,['11'],Fourniture de produits de marquage pour la signalisation horizontale,joue,directive24,appeloffre,initial,COMMUNE DE CARCASSONNE,11835,Carcassonne cedex 9,,['Peinture (fourniture)'],[263],non,non
10,20-106182,2020-08-29,2020-10-12,['11'],Prestations De Services D'Assurance Construction,joue,directive24,appeloffre,initial,OFFICE PUBLIC DE L HABITAT DE L AUDE,11890,Carcassonne,,['Assurance'],[20],non,non
11,20-104576,2020-08-29,2020-09-28,['12'],Renouvellement du dispositif de gestion et de paiement des prestations d'aide sociale en aveyron : chèque emploi service universel (cesu) préfinancé papier et dématerialisé,joue,directive24,appeloffre,initial,Conseil Départemental de l AVEYRON,12000,Rodez,,['Prestations de services'],[274],non,non
