,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,21-56263,2021-04-27,2021-05-18,['1'],MAÎTRISE D'OEUVRE POUR LA CONSTRUCTION D'UN BÂTIMENT DE VESTIAIRES MULTISPORTS,fns,cmp2006,attribution,initial,Ville de Cessy,01170,Cessy,,"['Equipement sportif', 'Etude', ""Maîtrise d'oeuvre""]","[113, 118, 197]",non,non
1,21-55548,2021-04-27,2021-06-01,"['2', '51', '60']",fourniture de combustible biomasse pour la saison de chauffe 2021-2022,fns,cmp2006,appeloffre,initial,E.P.S.M.D. de l'Aisne,02320,prémontré,,"['Bois', 'Combustible']","[38, 438]",non,non
2,21-56102,2021-04-27,2021-05-19,['2'],Accord-cadre relatif à une assistance à maîtrise d'ouvrage pour la réalisation de prestations intellectuelles sur ascenseurs et monte-charges des établissements du GHT Aisne-Nord Haute-Somme,fns,cmp2006,appeloffre,initial,CENTRE HOSPITALIER GENERAL ST QUENTIN,02321,Saint quentin,,"[""Assistance à maîtrise d'ouvrage""]",[433],non,non
3,21-56369,2021-04-27,2021-07-06,['2'],TRAVAUX DE RESTAURATION DE LA COLLEGIALE SAINT-LAURENT (02360),fns,cmp2006,attribution,initial,COMMUNE DE ROZOY SUR SERRE,02360,ROZOY-SUR-SERRE,,"[""Tous corps d'état""]",[345],non,non
4,21-56457,2021-04-27,2021-05-17,"['5', '4', '13', '38']",Service de train touristique saisonnier pour la Ville de Briançon,fns,cmp2006,appeloffre,initial,Ville de Briançon,05100,BRIANCON,,['Transport'],[347],non,non
5,21-56272,2021-04-27,2021-06-25,['6'],"FOURNITURE DE DISPOSITIFS MEDICAUX SUR MESURE TYPE CORSET, MINERVE, ORTHESE..",fns,cmp2006,appeloffre,rectificatif,C.H.U. de Nice,06003,Nice cédex 1,,['Matériel médical'],[212],non,non
6,21-55960,2021-04-27,2021-05-28,['6'],Analyses génétiques dans le cadre de l'étude des aires de répartition du lièvre variable et du lièvre d'Europe dans le massif des Alpes françaises,fns,cmp2006,attribution,initial,Parc national du Mercantour,06006,Nice,,['Etude'],[118],non,non
7,21-56512,2021-04-27,2021-05-20,['6'],"l'Office de Tourisme et des congrès doit répondre à des demandes spécifiques en matière de documentation et pour cela, il est a la recherche d'un ou plusieurs imprimeurs afin de satisfaire t",fns,cmp2006,appeloffre,initial,Office tourisme et congrès d'Antibes,06160,Juan les Pins,,"['Impression', 'Imprimés']","[160, 161]",non,non
8,21-56469,2021-04-27,2021-05-17,['6'],Maintenance préventive et corrective,fns,cmp2006,appeloffre,initial,Ville de Carros,06510,Carros,,"['Alarme', 'Maintenance']","[5, 196]",non,non
9,21-55890,2021-04-27,2021-06-27,['6'],20V1435 - ACQUISITION DE SÈCHES CHEVEUX ET ACCESSOIRES 2020-2021 RELANCE,fns,cmp2006,attribution,initial,COMMUNE DE NICE,06593,Nice cedex 4,[],['Equipements spécialisés'],[115],non,non
10,21-56575,2021-04-27,2021-07-19,"['7', '30', '26', '48', '43', '34']",Travaux de restauration de la continuité écologique sur le seuil de Ganivay - Commune de Chambonas(07) - Rivière le Chassezac,fns,cmp2006,appeloffre,initial,Syndicat mixte Ardeche Claire,07200,Vogüe,,"['Espaces verts', ""Travaux dans l'eau""]","[116, 349]",non,non
11,21-56229,2021-04-27,2021-06-27,['8'],"Modernisation des liens WAN, de l'interconnexion entre les sites et des systèmes de télécommunication de la RDTA",fns,cmp2006,attribution,initial,REGIE DEPARTEMENTALE TRPT ARDENNES,08000,PRIX LES MEZIERES,"[('2021-04-09', 'LINKT', (39460, 'EUR'), None), ('2021-04-09', 'SFR', (117858, 'EUR'), None)]","['Informatique (matériel)', 'Informatique (prestations de services)', 'Site internet', 'Télécommunications']","[162, 163, 171, 338]",non,non
12,21-56448,2021-04-27,2021-05-12,"['8', '51']",MPPS pour la destruction des nids d'hyménoptères sur le territoire de la Communauté de Communes ARDENNE RIVES DE MEUSE / juin 2021 à mai 2024,fns,cmp2006,appeloffre,initial,COM COMMUNES ARDENNE RIVES de MEUSE,08600,Givet,,"['Dératisation, désinsectisation']",[89],non,oui
13,21-56560,2021-04-27,2021-05-26,['9'],Aménagement de la voie verte MIREPOIX / RIEUCROS,fns,cmp2006,appeloffre,initial,CONSEIL GENERAL de L'ARIEGE,09000,FOIX,,['Espaces verts'],[116],oui,non
14,21-56428,2021-04-27,2021-05-31,['9'],Marché maitrise d'oeuvre rénovation piscine,fns,cmp2006,appeloffre,initial,commune Auzat,09220,AUZAT,,"[""Maîtrise d'oeuvre""]",[197],non,non
15,21-55792,2021-04-27,2021-05-27,['10'],réalisation de jardinières rue général saussier et de fosses d'espaces verts rue de la trinité à troyes - lot no 2 serrurerie,fns,cmp2006,attribution,initial,MAIRIE DE TROYES,10026,Troyes cedex,[],['Serrurerie'],[321],non,non
16,21-56257,2021-04-27,2021-07-06,['10'],TRAVAUX D'EXTENSION ET DE MAINTENANCE DU DISPOSITIF DE VIDEOPROTECTION,fns,cmp2006,attribution,initial,Ville Saint-André les Vergers,10120,SAINT ANDRE LES VERGERS,"[('2021-04-16', 'BOUYGUES ENERGIES & SERVICES', (500000.0, 'EUR'), None)]","[""Ouvrage d'infrastructure""]",[253],non,non
17,21-56456,2021-04-27,2021-05-21,['10'],RENOVATION DES BATIMENTS COMMUNAUX 2021-.,fns,cmp2006,appeloffre,initial,Ville Saint-André les Vergers,10120,Saint-André-les-Vergers,,"[""Tous corps d'état""]",[345],non,non
18,21-56473,2021-04-27,2021-05-31,['11'],"Contrôles et Réparations des Chronotachygraphes, des limiteurs de vitesse et éthylotests antidémarrage",fns,cmp2006,attribution,initial,Département de l'Aude,11000,Carcassonne,,['Machines-outils'],[194],non,non
19,21-56455,2021-04-27,2021-05-28,['11'],prestations de portage de repas à domicile,fns,cmp2006,appeloffre,initial,Cté de Cnes Pyrénées Audoises,11500,Quillan,,"['Repas, traiteur']",[304],non,non
20,21-56085,2021-04-27,2021-05-31,['12'],Marché de maîtrise d'oeuvre pour l'aménagement du centre bourg d'Espalion,fns,cmp2006,appeloffre,initial,Commune d'ESPALION,12500,Espalion,,['Voirie'],[365],non,non
21,21-56151,2021-04-27,2021-06-09,"['5', '13', '38', '69', '75']","Hautes Alpes Gap Cathédrale Saint-Arnoux Restauration des couvertures de la nef, du transept, des bas-côtés et du chevet.",fns,cmp2006,appeloffre,initial,MINISTERE DE LA CULTURE,13100,Aix en provence,,['Monuments historiques'],[236],non,non
22,21-55975,2021-04-27,2021-05-27,['13'],Travaux de mise en conformité et de modernisation de la chaufferie du Groupe Scolaire Chantegrive - Commune de Miramas,mapa,cmp2006,appeloffre,initial,Commune de Miramas,13140,Miramas,,"['Chauffage (matériel)', 'Chauffage (travaux)']","[60, 61]",non,non
23,21-56494,2021-04-27,2021-05-31,['13'],Marché de location ou première location et livraison de chaussures de scène pour l'Opéra et le Théâtre de l'Odéon,fns,cmp2006,appeloffre,initial,Ville de Marseille,13233,Marseille cedex 20,,['Habillement'],[150],non,non
24,21-56252,2021-04-27,2021-05-25,['6'],Intermédiation pour la recherche d'un bien en location dans la zone de Saint Laurent du Var,mapa,cmp2006,appeloffre,initial,Etablissement Français du Sang,13392,Marseille cedex 05,,['Assistance technique'],[19],non,non
25,21-56298,2021-04-27,2021-05-28,"['13', '83', '84', '5', '6', '4']",Fourniture d'une mini-pelle et équipements associés pour La Région Provence-Alpes-Côte d'Azur,mapa,cmp2006,appeloffre,initial,Région Provence Alpes Côte d'Azur,13481,Marseille,,"['Matériaux de construction', 'Matériel ferroviaire']","[198, 206]",non,non
26,21-55862,2021-04-27,2021-05-19,['13'],Marché de mise à disposition d'un outil de gestion de la dette et prestations de conseil d'experts,fns,cmp2006,appeloffre,initial,METROPOLE D AIX MARSEILLE PROVENCE,13567,Marseille cedex 02,,['Expertise comptable'],[446],non,non
27,21-55970,2021-04-27,2021-06-09,['13'],Marché d'assurances : dommages aux biens - responsabilité civile - flotte automobile,mapa,cmp2006,appeloffre,initial,ville de Rognonas,13870,ROGNONAS,,['Assurance'],[20],non,non
28,21-56045,2021-04-27,2021-06-03,['14'],Travaux de Rénovation du Bloc opératoire des URGENCES salles 1-2-3 du CHU de Caen,fns,cmp2006,appeloffre,initial,CENTRE HOSPITALIER UNIVERSITAIRE,14033,Caen,,"['Câblage', 'Menuiserie', 'Peinture (travaux)', 'Revêtements de sols']","[47, 222, 264, 308]",non,non
29,21-56495,2021-04-27,2021-05-25,"['14', '50']","TRAVAUX DE REMPLACEMENT D'UNE CONDUITE AEP ET DE SES BRANCHEMENTS, EFFACEMENT RESEAUX ORANGE ET REFECTION DES TROTTOIRS DE LA RUE JEAN MOULIN",fns,cmp2006,appeloffre,initial,Mairie d'Isigny sur Mer,14230,ISIGNY SUR MER,,['Voirie et réseaux divers'],[366],non,non
30,21-56322,2021-04-27,2021-07-25,['15'],Marché de maitrise d'oeuvre pour l'amélioration thermique de l'Hôtel du département,fns,cmp2006,attribution,initial,Conseil départemental du Cantal,15000,AURILLAC,"[('2021-04-27', 'GROUPEMENT IGETEC/METAFORE', (111000, 'EUR'), None)]","[""Maîtrise d'oeuvre""]",[197],non,non
31,21-56442,2021-04-27,2021-07-25,['15'],Numéro de la consultation : 2020TXMOA10263 GROSSES RÉPARATIONS ET CONSOLIDATIONS D'OUVRAGES D'ART Antennes de Mauriac et de Riom-ès-Montagnes,fns,cmp2006,attribution,initial,Conseil départemental du Cantal,15000,AURILLAC,,"[""Ouvrage d'art""]",[252],non,non
32,21-56589,2021-04-27,2021-05-28,['16'],Aménagement de la trame verte du quartier de Villement de la Ville de Ruelle Sur Touvre.La présente consultation concerne des prestations de travaux d'aménagement du chemin piéton reliant la rou,fns,cmp2006,appeloffre,initial,Ville de Ruelle Sur Touvre,16600,Ruelle sur touvre,,"['Végétaux', 'Voirie et réseaux divers']","[358, 366]",non,non
33,21-55827,2021-04-27,2021-06-27,['17'],acquisition d'une orthophotographie haute resolution (hr) a 20 cm sur le territoire de la charente-maritime,fns,cmp2006,attribution,initial,Cons. Départ. de la Charente-Maritime,17076,La Rochelle Cedex 9,"[('2021-04-23', 'AERODATA', (206529.9, 'EUR'), None)]",['Prestations de services'],[274],non,non
34,21-55979,2021-04-27,2021-06-02,['17'],REFECTION DES TROTTOIRS DU PARC ARTISANAL DES BEAUVOIRS - COMMUNE DE MARSILLY,fns,cmp2006,appeloffre,initial,CDA LA ROCHELLE,17086,La Rochelle,,['Terrassement'],[341],non,non
35,21-56386,2021-04-27,2021-05-31,['17'],elaboration d'une stratégie de rémunération et de politique salariale après un diagnostic organisationnel et fonctionnel du système existant,mapa,cmp2006,attribution,initial,RESE de la Charente-Maritime,17119,Saintes Cedex,,"['Audit', 'Prestations de services', 'Assistance juridique']","[21, 274, 434]",non,non
36,21-56422,2021-04-27,2021-05-31,['17'],matériels et fournitures hydrauliques pour pompes eaux chargées,fns,cmp2006,attribution,initial,RESE de la Charente-Maritime,17119,Saintes Cedex,,"['Equipement hydraulique', 'Pompes']","[111, 272]",non,non
37,21-56405,2021-04-27,2021-05-31,['17'],transport et traitement des déchets d'eau potable,fns,cmp2006,attribution,initial,RESE de la Charente-Maritime,17119,Saintes Cedex,,['Déchets non ménagers (prestations)'],[404],non,non
38,21-56398,2021-04-27,2021-05-31,['17'],prestation editique,fns,cmp2006,attribution,initial,RESE de la Charente-Maritime,17119,Saintes Cedex,,['Impression'],[160],non,non
39,21-55908,2021-04-27,2021-07-25,['17'],Élaboration d'une stratégie partagée de valorisation patrimoniale et de développement culturel du marais de Brouage,fns,cmp2006,attribution,initial,CA ROCHEFORT OCEAN,17304,ROCHEFORT,"[('2021-04-02', 'IN EXTENSO CONSEIL EN TOURISME HOTELLERIE ET RESTAURATION', (69620, 'EUR'), None)]",['Etude'],[118],non,non
40,21-56496,2021-04-27,2021-05-26,"['973', '971', '972']",Travaux de réalisation d'une aire d'accueil et de stationnement sur le site de l'habitation Loyola - Site du Mont Mahury - commune de Rémire-Montjoly (Guyane-973),fns,cmp2006,appeloffre,initial,Conservatoire du littoral,17306,Rochefort cédex,,"['Espaces verts', 'Terrassement', ""Aire d'accueil""]","[116, 341, 430]",non,oui
41,21-56193,2021-04-27,2021-05-21,['17'],"Avis d'appel à candidatures pour une occupation temporaire du domaine public, en vue de l'exploitation d'un module commercial sis au port de plaisance de Saint-Denis-d'Oléron",divers,autre,appeloffre,initial,Ville de Saint Denis d'Oléron,17650,Saint-Denis-d'Oléron,,['Prestations de services'],[274],non,non
42,21-56292,2021-04-27,2021-05-26,['19'],MARCHE DE REHABILITATION DE LA CHAMBRE DES VANNES DU RESERVOIR N°2 DE PIGEON BLANC (USSAC),fns,cmp2006,appeloffre,initial,COMMUNAUTE D'AGGLO DU BASSIN DE BRIVE,19103,Brive,,['Canalisations'],[48],non,non
43,21-56452,2021-04-27,2021-05-20,['19'],Réhabilitation du siège de la FDEE19,fns,cmp2006,appeloffre,initial,FDEE19,19150,LAGUENNE sur AVALOUZE,,"['Bardage', 'Charpente', 'Chauffage (travaux)', 'Climatisation', 'Cloison, faux plafond', 'Electricité (travaux)', 'Etanchéité', 'Gros oeuvre', 'Isolation', 'Maçonnerie', 'Menuiserie', 'Peinture (travaux)', 'Revêtements de sols', 'Revêtements muraux', 'Serrurerie', ""Tous corps d'état""]","[30, 57, 61, 62, 63, 105, 117, 144, 169, 195, 222, 264, 308, 309, 321, 345]",non,non
44,21-56451,2021-04-27,2021-05-25,['20A'],TRAVAUX D'AMENAGEMENT PAYSAGER ET DE VRD DU SITE THERMAL DE BARACCI,fns,cmp2006,appeloffre,initial,COMMUNE D OLMETO,20113,OLMETO,,"['Espaces verts', ""Ouvrage d'infrastructure"", 'Voirie et réseaux divers']","[116, 253, 366]",non,non
45,21-56143,2021-04-27,2021-06-30,['20B'],Assistance à maitrise d'ouvrage pour la négociation des contrats d'assurances pour le compte des membres du Groupement Hospitalier de Haute-Corse.,fns,cmp2006,appeloffre,initial,GROUPEMENT HOSPITALIER HAUTE CORSE,20604,Bastia,,"[""Assistance à maîtrise d'ouvrage""]",[433],non,non
46,21-56493,2021-04-27,2021-05-28,['21'],"Ce marché est relatif à la maintenance de systèmes de protection incendie de la Carsat Bourgogne Franche-Comté pour son siège situé à Dijon, 46 rue Elsa Triolet (à l'exception de la centrale de d",fns,cmp2006,appeloffre,initial,CARSAT Bourgogne et Franche-Comté,21044,Dijon cedex,,['Prestations de services'],[274],non,non
47,21-55775,2021-04-27,2021-06-30,['21'],conception-realisation d'un systeme d'avitaillement pour helicopteres en terrasse hopital françois mitterrand hall a (bocage central) chu dijon bourgogne,fns,cmp2006,attribution,initial,Centre Hospitalier Universitaire Dijon,21079,dijon cedex,,"['Carburant, hydrocarbure']",[52],non,non
48,21-56120,2021-04-27,2021-05-25,['21'],FOURNITURE ET POSE DE TROIS BORNES ESCAMOTABLES ELECTRIQUES,mapa,cmp2006,appeloffre,initial,COMMUNE DE QUETIGNY,21800,Quetigny,,['Mobilier urbain'],[231],non,non
49,21-56000,2021-04-27,2021-07-25,['22'],Formation - Action des trios de pôles du Centre Hospitalier de Saint-Brieuc,fns,cmp2006,attribution,initial,CENTRE HOSPITALIER SAINT BRIEUC,22027,SAINT-BRIEUC,"[('2021-04-12', 'SKYLLDEV', (213000, 'EUR'), None)]",['Formation'],[410],non,non
50,21-56294,2021-04-27,2021-05-10,['23'],"La désignation d'un commissaire aux comptes pour les exercices 2021 à 2026 en vue de la certification des comptes de la Société de Coordination ACELIA, composée de Creusalis, Cantal Habitat et OP",fns,cmp2006,appeloffre,initial,OFFICE PUB DE L HABITAT DE LA CREUSE,23000,Guéret,,['Expertise comptable'],[446],non,non
51,21-56536,2021-04-27,2021-05-25,"['33', '47', '24']",Restauration de la ripisylve - Programmation 2021. Lot 1 : Braguèze - Lot 2 : Coutures - Lot 3 : Junchère - Lot 4 : Affluents de la Vignague - Lot 5 : Charros. Visite de terrain OBLIGATOIRE prévue ..,fns,cmp2006,appeloffre,initial,Syndicat mixte DROPT AVAL,24500,Eymet,,"['Berge', 'Rivières/ruisseaux', 'Travaux forestiers']","[35, 310, 350]",non,non
52,21-56573,2021-04-27,2021-05-25,"['33', '24', '47']",Plantation - Programmation 2021. Lot 1 : Plantation de haies et de zones tampons sur le bassin versant du Dropt Aval - Lot 2 - Plantation de la ripisylve sur le Dropt (Moulin de la Violette/Neuffon..,fns,cmp2006,appeloffre,initial,Syndicat mixte DROPT AVAL,24500,Eymet,,['Travaux forestiers'],[350],non,non
53,21-55959,2021-04-27,2021-05-31,['25'],Vérification annuelle des lots de sauvetage,mapa,cmp2006,appeloffre,initial,SDIS25,25042,Besançon,,"['Contrôle technique', 'Equipements spécialisés', ""Matériel de secours et d'incendie""]","[72, 115, 217]",non,non
54,21-56347,2021-04-27,2021-05-25,['25'],marchés publics de travaux pour la construction d'un groupe scolaire bepos à flangebouche : 17 lots,fns,cmp2006,appeloffre,initial,Mairie de Flangebouche,25390,Flangebouche,,"[""Tous corps d'état""]",[345],non,non
55,21-56414,2021-04-27,2021-05-18,['25'],Numéro de la consultation : 2021/25 TRAVAUX D'AMELIORATION ENERGETIQUE DES ECOLES,fns,cmp2006,appeloffre,initial,COMMUNE D AUDINCOURT,25400,AUDINCOURT,,"['Chauffage (travaux)', 'Cloison, faux plafond', 'Isolation', 'Matériel électrique', 'Menuiserie']","[61, 63, 169, 203, 222]",non,non
56,21-56417,2021-04-27,2021-05-31,['26'],Classement d'un fonds d'archives d'architecte aux Archives départementales de la Drôme,mapa,cmp2006,appeloffre,initial,Département de la Drôme,26026,Valence,,['Prestations de services'],[274],non,non
57,21-56122,2021-04-27,2021-05-20,['26'],Collège Marc Seignobos à CHABEUIL - Création d'un préau et aménagement d'un espace vert,fns,cmp2006,appeloffre,initial,DEPARTEMENT DE LA DROME,26026,Valence,,['Maçonnerie'],[195],non,non
58,21-56507,2021-04-27,2021-05-17,['26'],Acquisition d'une balayeuse aspiratrice de voirie d'occasion,fns,cmp2006,appeloffre,initial,Ville de Bourg de Péage,26301,Bourg de Péage,,['Equipements spécialisés'],[115],non,non
59,21-55262,2021-04-27,2021-05-17,"['26', '7']",réhabilitation de la piscine communale de bourdeaux,fns,cmp2006,appeloffre,initial,COMMUNE DE BOURDEAUX,26460,BOURDEAUX,,"['Carrelage', 'Démolition', 'Electricité (travaux)', 'Espaces verts', 'Etanchéité', 'Equipement de piscine', 'Gros oeuvre', 'Métallerie', 'Peinture (travaux)', 'Piscine', 'Plomberie (travaux)', 'Sanitaire', 'Serrurerie', 'Voirie et réseaux divers']","[53, 87, 105, 116, 117, 120, 144, 223, 264, 265, 270, 319, 321, 366]",non,non
60,21-56330,2021-04-27,2021-05-27,['26'],ACCORD CADRE A BONS DE COMMANDE POUR LES PRESTATIONS D'ENTRETIEN DES DIGUES ET DES COURS D'EAU,fns,cmp2006,appeloffre,initial,CC Drôme Sud Provence,26700,Pierrelatte,,['Digue'],[91],non,non
61,21-56094,2021-04-27,2021-05-21,['27'],Marché de maîtrise d'oeuvre - Tour de l'Église de la Madeleine - Restauration du clocher et du beffroi,fns,cmp2006,appeloffre,initial,Mairie de Verneuil d'Avre et d'Iton,27130,Verneuil d'Avre et d'Iton,,"[""Maîtrise d'oeuvre""]",[197],non,non
62,21-56195,2021-04-27,2021-05-18,['27'],marché de maîtrise d'oeuvre pour la construction du restaurant de village à flancourt crescy en roumois (27),fns,cmp2006,appeloffre,initial,Commune de Flancourt-Crescy-en-Roumois,27310,Flancourt - Crescy en Roumois,,"[""Maîtrise d'oeuvre"", 'Ingénierie']","[197, 455]",non,non
63,21-56499,2021-04-27,2021-06-01,"['27', '76']",Construction d'un Accueil de Loisirs Sans Hébergement sur la Commune de Courcelles-sur-Seine - Relance lot 5,fns,cmp2006,appeloffre,initial,COMMUNAUTE D AGGLOMERATION SEINE EURE,27405,LOUVIERS CEDEX,,['Gros oeuvre'],[144],non,non
64,21-56304,2021-04-27,2021-05-25,"['27', '76']",CONSTRUCTION D'UNE PEPINIERE D'ARTISANAT D'ART AU CARRE SAINT-CYR AU VAUDREUIL - RELANCE LOT 4,fns,cmp2006,appeloffre,initial,Communauté d'agglomération Seine-Eure,27405,LOUVIERS CEDEX,,"['Charpente', 'Maçonnerie', 'Menuiserie']","[57, 195, 222]",non,non
65,21-56511,2021-04-27,2021-06-01,['28'],FOURNITURE D'ARTICLES EN INTISSE POUR LE GHT HOPE,fns,cmp2006,appeloffre,initial,CENTRE HOSPITALIER GENERAL DE CHARTRES,28018,Chartres,,"['Habillement', 'Literie']","[150, 183]",non,non
66,21-56408,2021-04-27,2021-05-17,['28'],"Travaux neufs, d'aménagement et d'entretien voirie",fns,cmp2006,appeloffre,initial,MAIRIE DE DREUX,28103,DREUX,,"['Matériaux routiers', 'Voirie']","[199, 365]",oui,non
67,21-56526,2021-04-27,2021-05-25,"['29', '56']",Travaux d'aménagement d'espaces bien-être dans les piscines de Concarneau Cornouaille Agglomération - Relance des lots 2-3-5-6-7-12 suite à 1ère procédure infructueuse pour le lot 2 et sans,fns,cmp2006,appeloffre,initial,Concarneau Cornouaille Agglomération,29186,Concarneau cedex,,['Bâtiment'],[33],oui,non
68,21-56231,2021-04-27,2021-05-28,['29'],L'entretien ménager d'une partie des locaux de L'Unité Enfance du STANGALARD et du SDAAF situés à BREST,fns,cmp2006,appeloffre,initial,Département du Finistère,29196,Quimper cedex,,['Nettoyage de locaux'],[239],non,non
69,21-56235,2021-04-27,2021-05-28,['29'],Élaboration d'une cartographie collaborative sur le portail Open Data 29,mapa,cmp2006,appeloffre,initial,Département du Finistère,29196,Quimper cedex,,"['Assistance technique', 'Informatique (prestations de services)', 'Informatique (assistance)']","[19, 163, 453]",non,non
70,21-56258,2021-04-27,2021-06-30,['29'],"Fourniture et livraison de matériels informatiques (tni, postes informatiques portables et écran de télévision)",mapa,cmp2006,appeloffre,initial,Ville de Plougastel Daoulas,29470,Plougastel-Daoulas,,"['Audiovisuel', 'Informatique (matériel)']","[22, 162]",non,non
