,a00_cle_idweb,g04_01_date_publication,g04_03_date_fin_diffusion,g04_07_dep_publication,g04_09_resume_objet,g01_02_01_famille,g01_02_02_perimetre,g01_02_03_nature,g01_02_04_statut,d01_01_denomination,d01_07_cp,d01_08_ville,d08_09_decision_titulaireandRENSEIGNEMENT,g04_052_descripteurs_libelles,g04_051_descripteurs_codes,g04_061_criteres_sociaux,g04_062_criteres_environnementaux
0,20-40163,2020-03-19,2020-05-04,['1'],déconstruction de la maison pontière de montbellet (rectificatif),joue,autre,rectificatif,rectificatif,DEPARTEMENT DE L AIN,01003,Bourg en bresse cedex,,['Démolition'],[87],non,non
1,20-40149,2020-03-19,2020-05-04,['1'],"fourniture pièces détachées d'origine ou adaptables de qualité équivalente, consommables, prestations d'entretien, réparation de véhicules de marque renault trucks (rectificatif)",joue,autre,rectificatif,rectificatif,DEPARTEMENT DE L AIN,01003,BOURG EN BRESSE CEDEX,,"['Pièces détachées', 'Véhicules']","[266, 359]",non,non
2,20-42911,2020-03-19,2020-04-09,"['1', '42', '69', '38']","Les travaux de désamiantage et de démolition concernent d'anciens bâtiments de réparation automobile, de garage de stationnement, d'une maison d'habitation et d'un commerce situés",fns,cmp2006,appeloffre,initial,CTE DE COMMUNES DE LA PLAINE DE L AIN,01150,Chazey sur ain,,['Démolition'],[87],non,non
3,20-40183,2020-03-19,2020-04-25,"['1', '38', '73']",Maîtrise d'oeuvre en vue de la construction d'un centre aquatique intercommunal,joue,directive24,attribution,initial,Communauté de communes Bugey Sud,01300,Lompnas,,"[""Maîtrise d'oeuvre""]",[197],non,non
4,20-40795,2020-03-19,2020-04-30,"['1', '69', '38', '71']",concours sur esq+ marché de maîtrise d'oeuvre portant sur la construction d'un complexe cinématographique 5 salles à saint maurice de beynost (rectificatif),joue,autre,rectificatif,rectificatif,Cté de Cnes de Miribel et du Plateau,01700,MIRIBEL,,"[""Maîtrise d'oeuvre"", 'Ingénierie']","[197, 455]",non,non
5,20-42419,2020-03-19,2020-03-30,['2'],Réaménagement de divers locaux du bloc obstétrical du centre hospitalier de Soissons,mapa,cmp2006,appeloffre,rectificatif,Centre Hospitalier de Soissons,02209,Soissons,,"['Electricité (travaux)', 'Menuiserie', 'Peinture (travaux)', 'Plomberie (travaux)', 'Revêtements de sols']","[105, 222, 264, 270, 308]",non,non
6,20-42411,2020-03-19,2020-04-30,['2'],Location ou achat de véhicules pour le centre hospitalier de Soissons,fns,cmp2006,appeloffre,rectificatif,Centre Hospitalier de Soissons,02209,Soissons,,['Véhicules'],[359],non,non
7,20-41067,2020-03-19,2020-05-18,['3'],"Acquisition d'équipements audiovisuels, scéniques, multimédia et de leurs accessoires avec mise en oeuvre et garantie",joue,directive24,attribution,initial,Communauté d'agglomération de Moulins,03000,MOULINS,"[('2020-03-04', 'NOVELTY France', (1000000, 'EUR'), None)]","['Audiovisuel', 'Illumination', 'Matériel phonique', 'Matériel scénique']","[22, 170, 213, 216]",non,non
8,20-40551,2020-03-19,2020-04-30,['3'],Acquisition De Fournitures électriques Pour Le Magasin Général Du Centre Technique Municipal,joue,autre,rectificatif,rectificatif,Ville de Montluçon,03106,Montlucon,,['Matériel électrique'],[203],non,non
9,20-42708,2020-03-19,2020-04-17,['3'],Projet d'aménagement de la tranche 2 de la ZAC Naturopole de St Bonnet de Rochefort,fns,cmp2006,appeloffre,rectificatif,CC Saint Pourcain Sioule Limagne,03500,Saint-Pourçain-sur-Sioule,,"['Assainissement', 'Voirie']","[18, 365]",non,oui
10,20-41105,2020-03-19,2020-06-14,['4'],Travaux pour entretien et grosses réparations de chaussées et autres domaines du Département,joue,directive24,attribution,initial,Département des Alpes de Hte Provence,04995,Digne-Les-Bains,,"['Matériaux routiers', 'Terrassement', 'Voirie']","[199, 341, 365]",non,oui
11,20-42886,2020-03-19,2020-04-28,['4'],Numéro de la consultation : 20SIR003 Etudes hydrauliques et élaboration de dossiers Loi sur l'Eau dans le Département,fns,cmp2006,appeloffre,initial,Département des Alpes de Hte Provence,04995,DIGNE-LES-BAINS,,['Etude'],[118],non,non
12,20-41144,2020-03-19,2020-04-03,['5'],Acquisition de licences logicielles et services associés,joue,autre,rectificatif,rectificatif,DEPARTEMENT DES HAUTES-ALPES,05008,Gap,,['Logiciel'],[186],non,non
13,20-40143,2020-03-19,2020-04-15,['6'],VERIFICATION METROLOGIQUE ET CALIBRAGE DES APPAREILS DE MESURES,joue,directive25,appeloffre,initial,Régie Ligne d'Azur,06100,Nice,,['Equipements spécialisés'],[115],non,non
14,20-42700,2020-03-19,2020-04-08,['6'],Mise en place d'une prestation de sécurité/gardiennage au Campus Valrose,mapa,cmp2006,appeloffre,initial,UNIVERSITE DE NICE SOPHIA ANTIPOLIS,06103,Nice,,['Prestations de services'],[274],non,non
15,20-40476,2020-03-19,2020-05-04,['6'],fourniture de produits et de materiels d'entretien et d'hygiene (rectificatif),joue,autre,rectificatif,rectificatif,Ville de Vence,06140,Vence,,"['Hygiène (articles)', ""Produits d'entretien""]","[153, 278]",non,non
16,20-39401,2020-03-19,2020-05-17,['6'],Traitement des refus de process du centre de valorisation organique (cvo) du broc,joue,directive24,attribution,initial,SMED,06150,CANNES LA BOCCA,"[('2020-03-09', 'CSDU 04', (1614060, 'EUR'), 'Traitement des refus de process du Centre de Valorisation Organique (CVO) du Broc')]",['Ordures ménagères (prestations)'],[249],non,non
